scorer,DLC_resnet50_PkPpEnetCh02Jun24shuffle0_40000,DLC_resnet50_PkPpEnetCh02Jun24shuffle0_40000,DLC_resnet50_PkPpEnetCh02Jun24shuffle0_40000,DLC_resnet50_PkPpEnetCh02Jun24shuffle0_40000,DLC_resnet50_PkPpEnetCh02Jun24shuffle0_40000,DLC_resnet50_PkPpEnetCh02Jun24shuffle0_40000,DLC_resnet50_PkPpEnetCh02Jun24shuffle0_40000,DLC_resnet50_PkPpEnetCh02Jun24shuffle0_40000,DLC_resnet50_PkPpEnetCh02Jun24shuffle0_40000,DLC_resnet50_PkPpEnetCh02Jun24shuffle0_40000,DLC_resnet50_PkPpEnetCh02Jun24shuffle0_40000,DLC_resnet50_PkPpEnetCh02Jun24shuffle0_40000,DLC_resnet50_PkPpEnetCh02Jun24shuffle0_40000,DLC_resnet50_PkPpEnetCh02Jun24shuffle0_40000,DLC_resnet50_PkPpEnetCh02Jun24shuffle0_40000,DLC_resnet50_PkPpEnetCh02Jun24shuffle0_40000,DLC_resnet50_PkPpEnetCh02Jun24shuffle0_40000,DLC_resnet50_PkPpEnetCh02Jun24shuffle0_40000,DLC_resnet50_PkPpEnetCh02Jun24shuffle0_40000,DLC_resnet50_PkPpEnetCh02Jun24shuffle0_40000,DLC_resnet50_PkPpEnetCh02Jun24shuffle0_40000,DLC_resnet50_PkPpEnetCh02Jun24shuffle0_40000,DLC_resnet50_PkPpEnetCh02Jun24shuffle0_40000,DLC_resnet50_PkPpEnetCh02Jun24shuffle0_40000,DLC_resnet50_PkPpEnetCh02Jun24shuffle0_40000,DLC_resnet50_PkPpEnetCh02Jun24shuffle0_40000,DLC_resnet50_PkPpEnetCh02Jun24shuffle0_40000,DLC_resnet50_PkPpEnetCh02Jun24shuffle0_40000,DLC_resnet50_PkPpEnetCh02Jun24shuffle0_40000,DLC_resnet50_PkPpEnetCh02Jun24shuffle0_40000,DLC_resnet50_PkPpEnetCh02Jun24shuffle0_40000,DLC_resnet50_PkPpEnetCh02Jun24shuffle0_40000,DLC_resnet50_PkPpEnetCh02Jun24shuffle0_40000
individuals,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1
bodyparts,bodypart1,bodypart1,bodypart1,bodypart2,bodypart2,bodypart2,bodypart3,bodypart3,bodypart3,bodypart4,bodypart4,bodypart4,bodypart5,bodypart5,bodypart5,bodypart6,bodypart6,bodypart6,bodypart7,bodypart7,bodypart7,bodypart8,bodypart8,bodypart8,bodypart9,bodypart9,bodypart9,bodypart10,bodypart10,bodypart10,bodypart11,bodypart11,bodypart11
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
48,130.475,317.203,1.0,121.412,426.62,1.0,106.942,530.86,1.0,103.563,650.4,0.9990000128746033,96.234,777.347,1.0,90.621,900.036,0.9990000128746033,91.589,1019.437,0.9980000257492065,90.967,1125.043,1.0,93.653,1249.788,1.0,100.811,1364.239,0.9990000128746033,106.01,1450.637,0.9990000128746033
49,130.511,317.116,1.0,121.721,426.316,1.0,107.077,532.039,1.0,103.565,650.467,0.9990000128746033,96.156,777.388,1.0,90.695,899.978,0.9990000128746033,91.619,1019.422,0.9980000257492065,90.951,1125.311,1.0,93.69,1249.414,1.0,100.694,1364.418,0.9990000128746033,105.963,1450.782,0.9990000128746033
50,130.706,317.234,1.0,122.898,426.347,0.9990000128746033,106.804,532.87,1.0,103.307,650.47,0.9990000128746033,96.113,777.369,1.0,90.243,898.741,0.9980000257492065,91.694,1019.381,0.9980000257492065,90.954,1125.254,1.0,93.179,1248.127,0.9980000257492065,100.824,1364.312,0.9990000128746033,105.985,1450.943,0.9990000128746033
51,130.899,317.166,1.0,122.844,426.402,0.9990000128746033,107.138,530.52,1.0,102.868,651.816,0.9990000128746033,96.127,777.555,1.0,90.593,900.889,0.9990000128746033,91.933,1019.317,0.9990000128746033,90.852,1125.474,1.0,93.307,1247.849,0.9980000257492065,100.498,1356.904,0.9980000257492065,105.987,1451.232,0.9990000128746033
52,130.97,317.017,1.0,120.913,426.741,0.9990000128746033,106.997,532.339,1.0,102.444,651.926,0.9990000128746033,96.276,777.549,1.0,90.661,899.17,0.9980000257492065,92.075,1019.673,0.9980000257492065,90.816,1125.349,1.0,93.197,1247.558,0.9980000257492065,100.321,1356.739,0.996999979019165,106.084,1451.344,0.9990000128746033
53,130.8,317.254,1.0,121.229,427.006,0.9990000128746033,106.904,530.572,1.0,103.589,650.297,0.9980000257492065,96.272,777.636,1.0,90.535,900.361,0.9990000128746033,92.041,1019.912,0.9980000257492065,90.805,1125.614,1.0,93.389,1247.771,0.9980000257492065,100.295,1356.664,0.9980000257492065,105.95,1450.874,0.9990000128746033
54,131.353,317.297,1.0,119.202,422.748,1.0,106.803,530.745,1.0,103.394,650.176,0.9990000128746033,96.245,777.614,1.0,90.533,900.301,0.9990000128746033,92.028,1019.933,0.9980000257492065,90.712,1125.661,1.0,93.274,1247.744,0.9980000257492065,100.305,1356.657,0.996999979019165,105.951,1450.92,0.9990000128746033
55,131.358,317.305,1.0,119.172,421.784,1.0,106.757,530.876,1.0,103.378,650.069,0.9990000128746033,96.21,777.628,1.0,90.497,900.251,0.9990000128746033,91.947,1019.78,0.9980000257492065,90.707,1125.637,1.0,93.244,1247.853,0.9980000257492065,100.402,1356.671,0.9980000257492065,105.991,1450.894,0.9990000128746033
56,131.188,317.285,1.0,119.184,421.748,1.0,106.667,530.831,1.0,103.414,650.004,0.9990000128746033,96.281,777.652,1.0,90.504,900.285,0.9990000128746033,91.951,1019.771,0.9980000257492065,90.678,1125.542,1.0,93.211,1247.781,0.9980000257492065,100.444,1356.636,0.9980000257492065,105.909,1450.712,0.9990000128746033
57,131.156,317.292,1.0,119.137,422.082,1.0,106.756,531.134,1.0,103.375,650.029,0.9990000128746033,96.272,777.653,1.0,90.51,900.305,0.9990000128746033,91.95,1019.765,0.9980000257492065,90.677,1125.539,1.0,93.067,1247.669,0.9980000257492065,100.426,1356.654,0.9980000257492065,105.988,1450.956,0.9990000128746033
58,131.256,317.14,1.0,119.212,422.31,1.0,106.712,531.123,1.0,103.853,650.385,0.9990000128746033,95.766,777.825,1.0,90.205,900.891,0.9990000128746033,91.928,1019.834,0.9980000257492065,90.66,1125.542,1.0,93.139,1247.662,0.9990000128746033,100.354,1356.611,0.9990000128746033,105.909,1451.114,0.9990000128746033
59,130.839,317.104,1.0,119.387,420.962,1.0,106.648,531.043,1.0,102.517,652.022,0.9990000128746033,96.036,777.956,1.0,90.651,905.023,0.9959999918937683,92.18,1020.632,0.9980000257492065,91.271,1125.755,1.0,92.934,1245.989,0.9990000128746033,99.609,1347.386,1.0,105.996,1450.924,0.9990000128746033
60,131.067,309.224,1.0,122.42,411.795,0.9990000128746033,106.41,530.07,1.0,102.361,652.303,0.9980000257492065,97.804,774.807,1.0,90.138,904.902,1.0,92.475,1026.298,1.0,91.417,1126.51,1.0,93.663,1236.981,1.0,99.965,1345.096,1.0,104.526,1446.532,1.0
61,131.358,308.798,1.0,122.285,411.513,0.9990000128746033,106.237,530.373,1.0,102.441,657.198,0.9990000128746033,97.852,773.551,1.0,90.129,905.116,0.9990000128746033,92.508,1026.586,1.0,91.411,1126.513,1.0,93.311,1244.3,0.9990000128746033,99.604,1341.296,1.0,104.578,1446.632,1.0
62,132.255,309.757,1.0,122.276,411.36,0.9990000128746033,106.222,530.133,1.0,102.266,658.245,0.9990000128746033,97.659,772.894,1.0,90.122,905.164,0.9990000128746033,92.268,1027.115,1.0,91.592,1126.818,1.0,93.088,1244.732,0.9990000128746033,99.802,1341.329,1.0,104.601,1446.768,1.0
63,132.168,309.75,1.0,122.336,411.616,0.9990000128746033,106.292,529.304,1.0,102.408,658.074,0.9990000128746033,97.618,772.633,1.0,90.039,905.151,0.9990000128746033,92.233,1027.124,1.0,91.704,1126.506,1.0,93.143,1245.084,0.9990000128746033,99.781,1341.309,1.0,104.648,1447.219,1.0
64,132.103,309.626,1.0,122.446,411.524,0.9990000128746033,106.105,528.185,1.0,102.571,659.075,0.9990000128746033,97.698,772.311,1.0,90.128,905.149,1.0,92.138,1027.322,1.0,91.705,1126.652,1.0,92.972,1245.275,0.9990000128746033,100.242,1344.897,1.0,104.752,1447.118,1.0
65,131.734,309.917,1.0,122.426,411.526,0.9990000128746033,106.12,528.347,1.0,102.476,658.05,0.9990000128746033,97.61,772.626,1.0,90.111,905.216,1.0,91.929,1027.256,1.0,91.9,1128.98,0.9980000257492065,93.029,1245.274,0.9990000128746033,100.267,1345.327,1.0,104.592,1447.552,0.9990000128746033
66,131.855,309.924,1.0,122.424,411.506,0.9990000128746033,106.163,528.413,1.0,102.56,658.025,0.9990000128746033,97.592,772.591,1.0,90.167,905.222,1.0,92.008,1027.049,1.0,91.872,1128.96,0.9980000257492065,92.987,1245.013,0.9990000128746033,100.127,1345.339,1.0,104.653,1447.064,1.0
67,131.791,309.585,1.0,122.369,411.524,0.9990000128746033,106.144,528.618,1.0,102.376,657.304,1.0,97.582,772.733,1.0,90.119,905.061,1.0,91.997,1027.152,1.0,91.857,1129.031,0.9980000257492065,92.999,1245.036,0.9990000128746033,100.257,1345.191,1.0,104.74,1446.963,1.0
68,131.63,309.192,1.0,122.407,411.491,0.9990000128746033,106.15,528.784,1.0,102.416,658.07,1.0,97.584,772.7,1.0,90.116,905.09,1.0,91.955,1026.979,1.0,91.815,1129.023,0.9980000257492065,93.025,1244.968,0.9990000128746033,100.237,1344.992,1.0,104.673,1447.375,1.0
69,131.709,309.099,1.0,122.405,411.382,0.9990000128746033,106.204,528.728,1.0,102.559,658.793,1.0,97.657,772.593,1.0,90.144,905.102,1.0,91.933,1027.02,1.0,91.84,1129.024,0.9980000257492065,93.084,1244.843,0.9990000128746033,100.187,1344.692,1.0,104.529,1447.453,1.0
70,131.796,309.474,1.0,122.386,411.368,0.9990000128746033,106.14,528.892,1.0,102.529,658.816,1.0,97.706,772.486,1.0,90.143,905.092,1.0,91.937,1027.006,1.0,91.807,1129.033,0.9980000257492065,93.109,1244.83,0.9990000128746033,100.212,1344.663,1.0,104.539,1447.495,1.0
71,131.796,309.328,1.0,122.381,411.429,0.9990000128746033,106.106,528.695,1.0,102.765,659.396,1.0,97.773,772.628,1.0,90.117,905.095,1.0,91.899,1027.154,1.0,91.748,1129.018,0.9980000257492065,93.124,1244.91,0.9990000128746033,100.198,1344.662,1.0,104.537,1447.555,1.0
72,131.804,309.245,1.0,122.376,411.444,0.9990000128746033,106.112,528.369,1.0,102.496,659.123,1.0,97.639,772.347,1.0,90.119,905.094,1.0,91.901,1027.064,1.0,91.78,1129.057,0.9980000257492065,93.135,1244.95,0.9990000128746033,100.167,1344.751,1.0,104.548,1447.576,1.0
73,131.803,309.166,1.0,122.43,411.4,0.9990000128746033,106.137,528.14,1.0,102.76,659.893,1.0,97.675,773.811,1.0,90.092,905.127,1.0,91.894,1027.092,1.0,91.788,1129.101,0.9980000257492065,93.127,1244.969,0.9990000128746033,100.161,1344.733,1.0,104.623,1447.539,1.0
74,131.668,309.083,1.0,122.416,411.336,0.9990000128746033,106.103,528.214,1.0,102.623,659.692,1.0,97.788,773.978,1.0,90.072,905.122,1.0,91.912,1027.065,1.0,91.798,1129.017,0.9980000257492065,92.995,1244.976,0.9990000128746033,100.115,1344.626,1.0,104.639,1447.563,1.0
75,131.698,309.048,1.0,122.554,411.029,0.9990000128746033,106.15,528.716,1.0,102.395,658.469,1.0,97.743,774.039,1.0,90.141,905.192,1.0,91.94,1027.207,1.0,91.805,1129.003,0.9980000257492065,92.943,1244.938,0.9990000128746033,100.052,1344.433,1.0,104.629,1447.369,1.0
76,131.517,309.379,1.0,122.309,411.406,0.9990000128746033,106.127,529.523,1.0,102.564,658.769,1.0,97.988,774.442,1.0,90.185,905.274,1.0,92.002,1027.42,1.0,91.792,1128.985,0.9980000257492065,92.98,1244.964,0.9990000128746033,100.052,1344.419,1.0,104.62,1447.406,1.0
77,131.461,310.15,1.0,122.269,411.791,0.9990000128746033,106.278,530.565,1.0,102.747,658.907,1.0,98.227,773.624,1.0,90.257,905.4,1.0,92.03,1027.535,1.0,91.659,1126.705,1.0,93.026,1244.848,0.9990000128746033,99.504,1341.489,1.0,104.611,1447.293,1.0
78,131.626,308.466,1.0,122.28,411.859,0.9990000128746033,106.158,529.414,1.0,102.85,658.538,0.9990000128746033,98.132,774.93,1.0,90.172,905.35,1.0,92.046,1027.645,1.0,91.748,1126.744,1.0,93.173,1244.866,0.9990000128746033,99.505,1341.394,1.0,104.619,1447.131,1.0
79,131.581,308.732,1.0,122.333,411.585,0.9990000128746033,106.451,530.162,1.0,102.572,658.531,1.0,97.785,774.278,1.0,90.209,905.403,1.0,92.01,1027.669,1.0,91.754,1126.755,1.0,93.159,1244.721,0.9990000128746033,99.639,1341.519,1.0,104.634,1447.053,1.0
80,131.191,308.395,1.0,122.581,411.466,0.9990000128746033,106.17,528.409,1.0,102.364,656.337,1.0,98.164,772.682,1.0,90.151,905.207,1.0,92.046,1027.504,1.0,91.708,1126.714,1.0,93.176,1244.77,0.9990000128746033,99.639,1341.45,1.0,104.619,1446.827,1.0
81,131.348,308.568,1.0,120.753,412.058,1.0,106.259,528.524,1.0,102.904,652.78,0.9990000128746033,98.033,770.915,1.0,90.223,905.278,1.0,92.032,1027.508,1.0,91.72,1126.7,1.0,93.159,1244.774,0.9990000128746033,99.712,1341.42,1.0,104.662,1446.949,1.0
82,131.283,308.5,1.0,122.412,410.732,1.0,106.14,528.068,1.0,102.944,652.404,0.9990000128746033,98.028,771.123,1.0,90.277,905.35,1.0,92.015,1027.529,1.0,91.704,1126.695,1.0,93.164,1244.791,0.9990000128746033,99.647,1341.279,1.0,104.686,1446.64,1.0
83,131.406,308.143,1.0,122.41,410.733,1.0,106.485,527.885,1.0,102.352,657.07,1.0,97.72,774.45,1.0,90.327,905.351,1.0,92.017,1027.537,1.0,91.719,1126.687,1.0,93.114,1244.828,0.9990000128746033,99.518,1341.343,1.0,104.723,1446.203,1.0
84,131.319,307.475,1.0,122.495,410.819,1.0,106.313,527.736,1.0,102.13,656.677,1.0,97.702,774.319,1.0,90.352,905.347,1.0,92.017,1027.578,1.0,91.711,1126.67,1.0,93.127,1244.785,0.9990000128746033,99.539,1341.361,1.0,104.849,1446.256,1.0
85,131.356,307.208,1.0,122.472,411.171,1.0,106.372,527.588,1.0,102.113,652.73,0.9990000128746033,97.772,774.41,1.0,90.332,905.31,1.0,92.019,1027.541,1.0,91.715,1126.66,1.0,93.207,1244.829,0.9990000128746033,99.625,1341.344,1.0,104.869,1446.164,1.0
86,131.16,307.025,1.0,122.359,411.477,0.9990000128746033,106.369,527.664,1.0,101.898,652.776,0.9990000128746033,97.799,774.183,1.0,90.334,905.265,1.0,92.022,1027.606,1.0,91.726,1126.692,1.0,93.187,1244.783,0.9990000128746033,99.639,1341.406,1.0,104.92,1445.917,1.0
87,131.672,308.765,1.0,122.368,411.276,1.0,106.29,527.651,1.0,102.21,652.39,0.9990000128746033,97.825,774.391,1.0,90.301,905.28,1.0,92.05,1027.7,1.0,91.748,1126.699,1.0,92.963,1244.727,0.9990000128746033,100.491,1344.568,1.0,104.932,1445.912,1.0
88,131.936,310.071,1.0,119.953,417.433,1.0,106.509,529.738,1.0,102.606,657.216,1.0,98.212,775.657,1.0,90.741,906.42,1.0,91.727,1035.207,0.9980000257492065,92.038,1129.524,0.9980000257492065,93.32,1244.557,0.9990000128746033,100.651,1345.304,1.0,105.244,1444.665,1.0
89,131.668,310.385,1.0,122.828,417.122,0.9990000128746033,111.447,528.444,1.0,103.146,657.568,1.0,98.263,776.212,1.0,90.46,905.481,1.0,92.953,1030.249,1.0,92.057,1129.579,0.9980000257492065,93.946,1237.368,1.0,100.702,1345.233,1.0,105.36,1445.865,1.0
90,131.326,309.505,1.0,122.128,412.4,0.9990000128746033,106.546,527.93,1.0,103.195,657.932,1.0,98.459,775.632,1.0,90.443,905.369,1.0,92.637,1028.86,1.0,92.134,1129.373,0.9980000257492065,95.141,1238.24,1.0,100.791,1345.432,1.0,105.338,1445.589,1.0
91,131.885,310.504,1.0,122.129,412.16,0.9990000128746033,111.603,526.212,1.0,103.23,657.68,1.0,98.356,775.889,1.0,90.251,904.876,1.0,92.533,1028.552,1.0,92.202,1129.402,0.9980000257492065,94.964,1237.947,1.0,100.891,1345.127,1.0,105.401,1444.932,1.0
92,132.553,316.218,1.0,123.0,416.349,1.0,106.609,528.719,1.0,103.998,659.708,1.0,97.636,775.918,1.0,90.272,904.994,1.0,92.484,1028.514,1.0,92.142,1129.221,0.9980000257492065,94.947,1237.866,1.0,100.972,1345.564,1.0,105.309,1445.201,1.0
93,133.385,316.874,1.0,123.942,418.401,1.0,107.063,531.933,1.0,103.984,660.156,0.9990000128746033,97.918,776.644,1.0,90.45,905.543,1.0,92.497,1028.763,1.0,92.096,1129.172,0.9980000257492065,94.979,1237.925,1.0,100.756,1346.012,1.0,105.334,1445.146,1.0
94,133.767,316.976,1.0,123.931,418.674,1.0,106.931,530.247,1.0,103.999,660.652,0.9990000128746033,97.927,777.013,1.0,90.471,905.585,1.0,92.495,1028.777,1.0,92.101,1129.144,0.9980000257492065,94.947,1237.872,1.0,100.917,1345.445,1.0,105.269,1445.456,1.0
95,133.072,316.812,1.0,123.657,416.518,1.0,106.944,530.922,1.0,104.023,662.048,0.996999979019165,98.014,776.806,1.0,90.58,905.566,1.0,92.695,1028.966,1.0,92.106,1129.208,0.9980000257492065,94.976,1238.007,1.0,100.882,1345.044,1.0,105.24,1445.509,1.0
96,133.306,317.471,1.0,123.055,416.455,0.9990000128746033,107.127,533.928,1.0,103.94,662.201,0.996999979019165,98.042,776.861,1.0,90.549,905.554,1.0,92.469,1028.457,1.0,92.039,1126.433,1.0,94.939,1237.87,1.0,100.895,1345.582,1.0,105.302,1445.614,1.0
97,133.739,317.427,1.0,123.31,416.55,1.0,107.148,531.074,1.0,103.741,660.209,0.9990000128746033,98.145,776.66,1.0,90.549,905.515,1.0,92.545,1028.58,1.0,92.173,1129.424,0.9980000257492065,96.508,1243.944,0.9990000128746033,100.949,1345.452,1.0,105.198,1446.128,1.0
98,135.134,317.493,1.0,123.448,420.312,0.9990000128746033,107.447,531.832,1.0,103.56,658.981,1.0,97.996,776.863,1.0,90.49,905.484,0.9990000128746033,92.555,1028.616,1.0,92.168,1129.418,0.9980000257492065,94.936,1237.819,1.0,100.475,1345.45,1.0,105.143,1446.42,1.0
99,135.565,317.582,1.0,123.463,418.543,0.9990000128746033,114.963,529.313,1.0,104.047,658.548,0.9980000257492065,98.177,776.305,1.0,90.496,905.401,0.9990000128746033,92.632,1028.619,1.0,92.155,1129.44,0.9980000257492065,93.48,1237.112,1.0,100.512,1345.596,1.0,105.092,1446.853,1.0
100,136.027,317.312,0.9990000128746033,123.722,419.529,0.9990000128746033,115.687,527.843,1.0,104.238,658.967,0.9980000257492065,98.071,776.142,1.0,90.504,905.483,0.9990000128746033,92.645,1028.641,1.0,92.185,1129.423,0.9980000257492065,93.351,1237.31,1.0,100.434,1346.035,1.0,105.093,1446.883,1.0
101,136.211,317.41,0.9990000128746033,123.63,426.942,0.996999979019165,115.633,527.908,1.0,104.29,660.068,0.996999979019165,98.11,776.274,1.0,90.536,905.519,0.9990000128746033,92.565,1028.798,1.0,92.201,1129.556,0.9980000257492065,93.044,1244.38,0.9980000257492065,100.435,1346.092,1.0,105.084,1446.852,1.0
102,136.257,317.623,1.0,123.553,426.963,0.9990000128746033,115.53,528.715,1.0,104.452,660.348,0.9980000257492065,98.241,776.124,1.0,90.632,905.431,0.9990000128746033,93.083,1029.752,1.0,91.803,1129.595,0.9980000257492065,92.631,1244.232,0.9990000128746033,99.874,1346.462,1.0,105.027,1446.681,1.0
103,139.18,317.684,0.9990000128746033,123.368,417.764,1.0,114.87,527.115,1.0,103.695,651.464,0.9929999709129333,99.649,774.727,1.0,90.604,905.573,0.9990000128746033,92.473,1027.689,1.0,91.683,1129.528,0.9980000257492065,92.79,1244.605,0.9990000128746033,100.181,1345.961,1.0,104.958,1446.833,1.0
104,139.16,317.609,0.9990000128746033,124.585,420.183,1.0,114.628,526.552,1.0,104.077,659.575,0.9980000257492065,99.567,775.119,1.0,90.546,905.574,0.9990000128746033,92.601,1027.463,1.0,91.579,1129.565,0.9980000257492065,92.565,1245.617,0.9990000128746033,100.24,1346.12,1.0,104.966,1447.318,1.0
105,139.356,317.49,0.9990000128746033,124.268,421.199,1.0,113.137,525.926,1.0,103.282,651.987,0.9729999899864197,99.546,775.131,1.0,90.362,905.273,0.9990000128746033,92.581,1027.209,1.0,92.113,1129.671,0.9980000257492065,92.661,1245.898,0.9990000128746033,100.221,1346.051,1.0,105.648,1450.956,0.9990000128746033
106,140.111,320.334,1.0,124.667,422.717,1.0,114.096,526.087,1.0,102.501,659.369,0.9929999709129333,98.364,775.676,1.0,90.363,905.577,0.9990000128746033,92.6,1028.634,1.0,91.479,1129.878,0.9980000257492065,92.415,1245.469,0.9990000128746033,99.775,1344.917,1.0,105.707,1451.193,0.9990000128746033
107,140.217,320.146,1.0,123.713,424.416,1.0,115.006,525.323,1.0,102.815,659.553,0.9950000047683716,98.529,775.725,1.0,90.313,905.501,0.9990000128746033,92.244,1027.583,1.0,91.034,1129.974,0.9980000257492065,92.356,1244.928,0.9990000128746033,99.878,1345.205,1.0,105.862,1451.073,0.9990000128746033
108,139.583,316.949,0.9980000257492065,123.775,425.276,1.0,116.874,528.722,1.0,102.779,652.54,0.9890000224113464,98.503,775.87,1.0,90.379,905.917,0.9990000128746033,91.95,1027.897,1.0,91.04,1130.456,0.996999979019165,91.738,1244.426,0.9990000128746033,99.706,1347.11,1.0,105.708,1451.029,0.9990000128746033
109,139.527,317.211,0.9990000128746033,124.084,424.543,1.0,116.021,524.546,1.0,103.282,659.675,0.9929999709129333,99.591,775.31,1.0,90.371,905.575,0.9990000128746033,92.548,1028.161,0.9990000128746033,89.547,1125.733,0.9990000128746033,91.89,1244.667,0.9990000128746033,99.728,1346.364,1.0,105.667,1451.154,0.9990000128746033
110,139.647,317.994,0.9990000128746033,124.382,424.6,1.0,118.149,527.26,1.0,104.34,662.593,0.9980000257492065,99.439,775.57,1.0,90.042,905.385,0.9990000128746033,92.646,1028.828,0.9990000128746033,89.599,1125.578,0.9990000128746033,91.499,1244.718,0.9990000128746033,99.595,1345.796,1.0,105.724,1451.359,0.9990000128746033
111,146.757,317.232,1.0,124.439,424.289,1.0,118.728,525.289,0.9990000128746033,105.97,661.505,0.9900000095367432,99.709,775.622,1.0,90.201,905.942,0.9990000128746033,92.547,1028.755,0.9990000128746033,91.103,1129.694,0.9980000257492065,91.579,1244.638,0.9990000128746033,99.65,1345.291,1.0,105.857,1451.55,1.0
112,148.976,316.604,0.9990000128746033,125.095,424.476,1.0,120.107,530.71,0.9990000128746033,106.165,667.929,0.9750000238418579,99.621,773.779,0.9959999918937683,90.243,905.703,0.9980000257492065,92.67,1027.041,0.9990000128746033,89.64,1125.909,0.9990000128746033,91.351,1245.373,0.9990000128746033,99.786,1345.66,1.0,105.802,1451.627,1.0
113,150.602,316.509,0.9990000128746033,130.6,426.837,1.0,118.887,539.358,0.9900000095367432,106.354,660.349,0.9950000047683716,98.225,777.148,0.9990000128746033,90.211,905.738,0.9980000257492065,92.713,1027.694,0.9990000128746033,89.551,1126.041,0.9990000128746033,91.401,1245.163,0.9990000128746033,99.339,1345.288,1.0,105.807,1451.684,1.0
114,150.247,315.55,0.9990000128746033,131.653,425.59,1.0,122.481,531.002,0.9990000128746033,105.91,660.185,0.9980000257492065,98.119,776.917,1.0,90.271,905.926,0.9990000128746033,92.515,1027.469,0.9990000128746033,91.062,1129.443,0.9980000257492065,91.075,1245.243,0.9990000128746033,99.355,1347.923,1.0,105.759,1451.486,1.0
115,156.155,307.172,0.9980000257492065,132.584,426.285,1.0,122.821,523.667,0.9900000095367432,106.701,661.836,0.9940000176429749,98.308,776.121,1.0,90.273,905.142,0.9980000257492065,91.549,1019.974,0.9980000257492065,90.077,1125.768,0.9990000128746033,91.21,1246.209,0.9990000128746033,99.34,1348.337,1.0,105.608,1451.265,1.0
116,156.367,307.496,0.9990000128746033,134.018,423.721,1.0,122.875,524.872,0.996999979019165,107.107,667.683,0.9810000061988831,97.959,776.17,0.9990000128746033,90.26,905.048,0.996999979019165,91.561,1020.05,0.9980000257492065,90.328,1130.829,0.9950000047683716,90.596,1245.026,0.9990000128746033,99.68,1346.995,0.9990000128746033,105.809,1451.457,0.9990000128746033
117,156.217,307.75,1.0,135.516,425.009,1.0,122.932,524.26,0.9900000095367432,107.27,661.805,0.9929999709129333,99.503,773.217,0.9990000128746033,90.034,903.337,0.9990000128746033,91.332,1018.609,0.9950000047683716,88.738,1126.13,0.9990000128746033,90.298,1244.807,0.996999979019165,99.787,1340.692,0.996999979019165,106.198,1452.283,1.0
118,156.166,305.551,1.0,136.113,424.301,1.0,122.849,523.846,0.972000002861023,113.962,604.547,0.9819999933242798,99.593,772.16,0.9909999966621399,90.154,903.684,0.9990000128746033,91.147,1018.039,0.9929999709129333,86.049,1126.114,0.9990000128746033,90.456,1244.283,0.9980000257492065,99.436,1340.469,0.9980000257492065,106.177,1452.175,1.0
119,156.064,316.421,0.9980000257492065,139.028,423.022,0.9990000128746033,123.17,525.003,0.9929999709129333,114.664,604.195,0.9789999723434448,99.525,772.0,0.996999979019165,90.21,903.631,0.9990000128746033,91.359,1012.996,0.9980000257492065,89.076,1131.087,0.9950000047683716,90.546,1245.308,0.9990000128746033,100.311,1372.403,0.9819999933242798,106.135,1452.153,1.0
120,162.672,305.227,1.0,139.856,411.524,0.9990000128746033,122.943,523.358,0.9929999709129333,108.046,651.525,0.9909999966621399,99.105,763.74,0.9980000257492065,90.977,891.965,0.9919999837875366,86.735,1011.059,0.996999979019165,85.415,1130.937,0.9980000257492065,90.406,1262.193,0.9990000128746033,99.55,1382.971,1.0,106.901,1455.993,1.0
121,169.485,301.98,0.9990000128746033,140.296,411.482,0.9990000128746033,122.941,523.755,0.9929999709129333,107.31,661.033,0.9980000257492065,101.254,769.157,0.9990000128746033,91.053,892.494,0.9909999966621399,91.99,1013.835,0.9990000128746033,84.875,1130.646,0.9990000128746033,90.84,1263.173,0.9990000128746033,99.092,1384.148,1.0,106.699,1457.172,1.0
122,171.366,301.585,1.0,148.364,404.73,0.9990000128746033,130.607,524.627,0.996999979019165,108.335,666.502,0.9869999885559082,100.804,770.573,0.996999979019165,91.048,892.33,0.9919999837875366,85.177,1010.324,0.9879999756813049,84.122,1132.084,0.9829999804496765,90.248,1261.35,0.9990000128746033,98.96,1383.22,1.0,106.39,1459.044,1.0
123,171.758,304.572,1.0,149.273,411.29,0.9990000128746033,132.576,533.106,0.9950000047683716,112.552,669.145,0.9980000257492065,101.136,770.724,0.9990000128746033,91.084,892.421,0.9919999837875366,85.399,1019.639,0.9929999709129333,84.86,1130.483,0.9990000128746033,90.199,1262.508,0.9990000128746033,98.448,1388.312,1.0,105.599,1462.067,1.0
124,178.063,301.541,0.9990000128746033,154.038,393.29,0.9980000257492065,137.362,500.917,0.9950000047683716,113.969,677.517,1.0,101.16,763.092,0.9980000257492065,91.206,892.749,0.9929999709129333,85.484,1019.912,0.9959999918937683,84.748,1131.607,0.9990000128746033,90.281,1262.801,0.9990000128746033,99.037,1388.433,1.0,105.976,1460.904,1.0
