scorer,DLC_resnet50_OrSsEnetXi01Jul10shuffle0_40000,DLC_resnet50_OrSsEnetXi01Jul10shuffle0_40000,DLC_resnet50_OrSsEnetXi01Jul10shuffle0_40000,DLC_resnet50_OrSsEnetXi01Jul10shuffle0_40000,DLC_resnet50_OrSsEnetXi01Jul10shuffle0_40000,DLC_resnet50_OrSsEnetXi01Jul10shuffle0_40000,DLC_resnet50_OrSsEnetXi01Jul10shuffle0_40000,DLC_resnet50_OrSsEnetXi01Jul10shuffle0_40000,DLC_resnet50_OrSsEnetXi01Jul10shuffle0_40000,DLC_resnet50_OrSsEnetXi01Jul10shuffle0_40000,DLC_resnet50_OrSsEnetXi01Jul10shuffle0_40000,DLC_resnet50_OrSsEnetXi01Jul10shuffle0_40000,DLC_resnet50_OrSsEnetXi01Jul10shuffle0_40000,DLC_resnet50_OrSsEnetXi01Jul10shuffle0_40000,DLC_resnet50_OrSsEnetXi01Jul10shuffle0_40000,DLC_resnet50_OrSsEnetXi01Jul10shuffle0_40000,DLC_resnet50_OrSsEnetXi01Jul10shuffle0_40000,DLC_resnet50_OrSsEnetXi01Jul10shuffle0_40000,DLC_resnet50_OrSsEnetXi01Jul10shuffle0_40000,DLC_resnet50_OrSsEnetXi01Jul10shuffle0_40000,DLC_resnet50_OrSsEnetXi01Jul10shuffle0_40000,DLC_resnet50_OrSsEnetXi01Jul10shuffle0_40000,DLC_resnet50_OrSsEnetXi01Jul10shuffle0_40000,DLC_resnet50_OrSsEnetXi01Jul10shuffle0_40000,DLC_resnet50_OrSsEnetXi01Jul10shuffle0_40000,DLC_resnet50_OrSsEnetXi01Jul10shuffle0_40000,DLC_resnet50_OrSsEnetXi01Jul10shuffle0_40000,DLC_resnet50_OrSsEnetXi01Jul10shuffle0_40000,DLC_resnet50_OrSsEnetXi01Jul10shuffle0_40000,DLC_resnet50_OrSsEnetXi01Jul10shuffle0_40000,DLC_resnet50_OrSsEnetXi01Jul10shuffle0_40000,DLC_resnet50_OrSsEnetXi01Jul10shuffle0_40000,DLC_resnet50_OrSsEnetXi01Jul10shuffle0_40000,DLC_resnet50_OrSsEnetXi01Jul10shuffle0_40000,DLC_resnet50_OrSsEnetXi01Jul10shuffle0_40000,DLC_resnet50_OrSsEnetXi01Jul10shuffle0_40000
individuals,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1
bodyparts,bodypart1,bodypart1,bodypart1,bodypart2,bodypart2,bodypart2,bodypart3,bodypart3,bodypart3,bodypart4,bodypart4,bodypart4,bodypart5,bodypart5,bodypart5,bodypart6,bodypart6,bodypart6,bodypart7,bodypart7,bodypart7,bodypart8,bodypart8,bodypart8,bodypart9,bodypart9,bodypart9,bodypart10,bodypart10,bodypart10,bodypart11,bodypart11,bodypart11,bodypart12,bodypart12,bodypart12
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
3182,182.521,51.94,1.0,181.108,64.436,1.0,183.474,77.55,1.0,183.904,90.632,1.0,182.552,108.432,1.0,181.577,127.595,1.0,177.978,141.726,1.0,175.991,160.827,1.0,170.237,175.516,1.0,167.285,191.489,1.0,161.098,214.091,1.0,155.922,223.581,1.0
3183,182.508,51.927,1.0,181.11,64.407,1.0,183.463,77.512,1.0,183.711,90.705,1.0,182.49,108.341,1.0,181.62,127.437,1.0,177.951,141.701,1.0,176.02,160.814,1.0,170.197,175.427,1.0,167.272,191.358,1.0,158.832,213.922,1.0,156.099,223.584,1.0
3184,182.568,51.894,1.0,181.302,64.437,1.0,183.528,77.571,1.0,183.823,90.756,1.0,182.639,108.387,1.0,181.747,127.358,1.0,177.867,141.792,1.0,175.965,160.794,1.0,170.229,175.302,1.0,167.245,191.435,1.0,160.863,213.9,1.0,156.101,223.987,1.0
3185,182.57,51.842,1.0,181.292,64.316,1.0,183.645,77.327,1.0,183.936,90.299,1.0,182.658,108.033,1.0,182.0,127.196,1.0,177.883,141.793,1.0,175.988,160.972,1.0,170.14,175.493,1.0,167.426,191.881,1.0,158.944,214.446,1.0,156.375,224.348,1.0
3186,182.636,51.787,1.0,181.28,64.302,1.0,183.62,77.236,1.0,183.786,90.272,1.0,182.454,107.944,1.0,181.9,126.919,1.0,177.817,145.175,1.0,176.213,161.006,1.0,170.406,175.289,1.0,168.258,191.31,1.0,159.912,214.148,1.0,157.543,224.532,1.0
3187,182.656,51.742,1.0,181.295,64.289,1.0,183.648,77.169,1.0,183.783,90.214,1.0,182.515,107.864,1.0,182.101,127.125,1.0,178.246,145.377,1.0,176.396,161.005,1.0,170.77,175.395,1.0,168.381,191.574,1.0,159.709,214.186,1.0,157.369,224.305,1.0
3188,182.61,51.82,1.0,181.234,64.38,1.0,183.639,77.347,1.0,183.916,90.5,1.0,182.633,108.13,1.0,182.059,127.163,1.0,178.024,145.32,1.0,176.301,160.754,1.0,170.691,175.268,1.0,168.41,191.113,1.0,160.341,213.779,1.0,158.086,224.875,1.0
3189,182.58,51.813,1.0,181.185,64.443,1.0,183.512,77.419,1.0,183.893,90.477,1.0,182.684,108.209,1.0,182.078,127.088,1.0,178.28,145.238,1.0,176.191,160.676,1.0,170.569,175.127,1.0,168.592,190.703,1.0,160.071,213.266,1.0,157.488,224.034,1.0
3190,182.606,51.791,1.0,181.18,64.398,1.0,183.56,77.327,1.0,183.881,90.43,1.0,182.601,108.098,1.0,181.921,127.187,1.0,178.221,145.308,1.0,175.848,160.543,1.0,170.152,174.833,1.0,168.011,190.454,1.0,159.647,213.532,1.0,156.884,223.772,1.0
3191,182.645,51.803,1.0,181.276,64.443,1.0,183.437,77.434,1.0,183.76,90.499,1.0,182.524,108.081,1.0,181.712,127.063,1.0,177.755,145.095,1.0,175.966,160.625,1.0,170.382,174.905,1.0,168.487,190.931,1.0,159.772,213.777,1.0,157.184,224.218,1.0
3192,182.664,51.639,1.0,181.151,64.14,1.0,183.638,77.382,1.0,183.92,90.686,1.0,182.889,108.515,1.0,181.944,127.622,1.0,177.817,141.689,1.0,175.883,160.851,1.0,170.623,175.413,1.0,169.013,192.089,1.0,159.736,213.781,1.0,156.929,224.438,1.0
3193,182.695,51.581,1.0,181.134,64.04,1.0,183.738,77.095,1.0,183.78,90.365,1.0,182.672,108.13,1.0,181.915,127.308,1.0,177.639,145.364,1.0,176.19,160.841,1.0,170.877,175.371,1.0,168.865,191.612,1.0,159.192,213.628,1.0,157.005,223.894,1.0
3194,182.619,51.565,1.0,181.047,64.007,1.0,183.64,77.135,1.0,183.801,90.361,1.0,182.796,108.204,1.0,181.883,127.463,1.0,177.854,141.535,1.0,176.173,160.957,1.0,170.825,175.456,1.0,168.347,191.636,1.0,159.022,213.395,1.0,156.859,223.747,1.0
3195,182.556,51.604,1.0,180.979,64.019,1.0,183.641,77.11,1.0,183.912,90.215,1.0,182.626,108.054,1.0,181.669,127.179,1.0,176.975,145.178,1.0,175.989,160.729,1.0,170.481,175.554,1.0,168.221,192.221,1.0,158.81,214.184,1.0,156.343,224.163,1.0
3196,182.596,51.566,1.0,181.017,64.029,1.0,183.694,77.147,1.0,183.888,90.47,1.0,182.691,108.166,1.0,181.576,127.334,1.0,177.247,145.6,1.0,176.095,160.907,1.0,170.624,175.574,1.0,168.504,192.336,1.0,158.84,214.232,1.0,156.323,224.061,1.0
3197,182.613,51.745,1.0,181.01,64.168,1.0,183.642,77.211,1.0,183.823,90.457,1.0,182.56,108.204,1.0,181.585,127.303,1.0,177.311,145.631,1.0,176.015,161.113,1.0,170.625,175.845,1.0,168.385,192.262,1.0,158.892,214.204,1.0,156.12,224.01,1.0
3198,182.592,51.765,1.0,181.028,64.169,1.0,183.62,77.299,1.0,183.855,90.681,1.0,182.677,108.329,1.0,181.559,127.586,1.0,177.666,141.645,1.0,176.035,160.784,1.0,170.809,175.524,1.0,168.783,191.994,1.0,159.301,213.983,1.0,156.364,224.024,1.0
3199,182.614,51.758,1.0,181.081,64.196,1.0,183.598,77.283,1.0,183.944,90.655,1.0,182.879,108.396,1.0,181.632,127.858,1.0,177.662,141.737,1.0,176.335,160.984,1.0,171.097,176.043,1.0,168.804,192.043,1.0,159.598,214.011,1.0,157.043,224.245,1.0
3200,182.607,51.765,1.0,181.124,64.172,1.0,183.706,77.202,1.0,184.023,90.493,1.0,182.902,108.373,1.0,181.807,127.955,1.0,177.74,141.77,1.0,176.217,160.971,1.0,171.112,176.05,1.0,168.831,192.349,1.0,160.116,213.726,1.0,157.617,224.444,1.0
3201,182.569,51.666,1.0,181.113,64.052,1.0,183.772,77.07,1.0,184.092,90.283,1.0,182.835,108.181,1.0,181.872,127.649,1.0,177.845,141.614,1.0,176.173,161.13,1.0,170.945,175.843,1.0,168.919,191.976,1.0,160.057,213.67,1.0,157.412,224.366,1.0
3202,182.557,51.585,1.0,181.096,64.057,1.0,183.698,76.995,1.0,184.03,90.257,1.0,182.493,108.032,1.0,181.538,127.299,1.0,177.569,145.47,1.0,176.092,160.821,1.0,170.708,175.157,1.0,168.629,191.282,1.0,160.002,213.477,1.0,157.566,224.365,1.0
3203,182.56,51.634,1.0,181.029,64.059,1.0,183.761,77.006,1.0,184.115,90.339,1.0,182.698,108.211,1.0,181.633,127.527,1.0,177.628,145.579,1.0,175.994,160.951,1.0,170.573,175.192,1.0,168.374,191.193,1.0,159.622,213.315,1.0,156.905,223.708,1.0
3204,182.716,51.752,1.0,181.176,64.246,1.0,183.711,77.115,1.0,184.094,90.281,1.0,182.852,108.051,1.0,182.018,126.873,1.0,177.478,145.305,1.0,176.158,160.438,1.0,170.857,175.344,1.0,168.514,191.848,1.0,159.227,213.671,1.0,156.923,223.994,1.0
3205,182.797,51.768,1.0,181.173,64.233,1.0,183.676,77.185,1.0,183.953,90.483,1.0,182.834,108.082,1.0,182.023,127.051,1.0,177.51,145.32,1.0,176.32,160.608,1.0,170.855,175.327,1.0,168.842,191.736,1.0,160.025,213.762,1.0,157.032,224.278,1.0
3206,182.753,51.897,1.0,181.154,64.254,1.0,183.629,77.179,1.0,184.011,90.55,1.0,182.824,108.187,1.0,181.856,127.27,1.0,177.664,141.85,1.0,176.328,160.803,1.0,170.714,175.771,1.0,168.431,191.88,1.0,159.92,213.75,1.0,157.026,224.382,1.0
3207,182.782,51.923,1.0,181.224,64.293,1.0,183.713,77.24,1.0,184.069,90.532,1.0,182.911,108.256,1.0,181.961,127.418,1.0,177.526,145.498,1.0,176.36,160.683,1.0,171.036,175.666,1.0,168.511,191.279,1.0,159.836,213.526,1.0,156.932,224.2,1.0
3208,182.778,51.849,1.0,181.315,64.28,1.0,183.803,77.277,1.0,184.183,90.554,1.0,182.96,108.345,1.0,181.98,127.289,1.0,177.736,145.466,1.0,175.912,160.676,1.0,170.669,175.194,1.0,168.61,190.772,1.0,159.975,213.399,1.0,157.079,224.231,1.0
3209,182.798,51.812,1.0,181.286,64.284,1.0,183.753,77.357,1.0,184.148,90.708,1.0,183.057,108.417,1.0,181.877,127.28,1.0,177.485,145.34,1.0,175.672,160.424,1.0,170.462,174.853,1.0,168.385,190.578,1.0,159.484,213.272,1.0,156.667,223.552,1.0
3210,182.797,51.807,1.0,181.267,64.258,1.0,183.663,77.249,1.0,184.024,90.581,1.0,182.909,108.321,1.0,181.871,127.445,1.0,177.377,145.354,1.0,175.796,160.449,1.0,170.598,174.964,1.0,167.99,189.857,1.0,159.253,212.948,1.0,155.859,223.063,1.0
3211,182.774,51.842,1.0,181.267,64.312,1.0,183.585,77.374,1.0,184.011,90.722,1.0,182.981,108.519,1.0,181.712,127.564,1.0,177.118,145.574,1.0,175.644,160.587,1.0,170.468,174.848,1.0,167.603,189.972,1.0,161.091,213.506,1.0,155.412,223.121,1.0
3212,182.737,51.799,1.0,181.224,64.263,1.0,183.418,77.273,1.0,183.675,90.59,1.0,182.817,108.2,1.0,181.73,127.407,1.0,176.645,145.28,1.0,175.352,160.545,1.0,169.994,174.952,1.0,167.59,190.565,1.0,160.99,213.559,1.0,155.518,223.211,1.0
3213,182.684,51.752,1.0,181.153,64.191,1.0,183.593,77.102,1.0,183.765,90.348,1.0,182.721,108.072,1.0,181.802,127.228,1.0,176.92,145.229,1.0,175.559,160.821,1.0,170.237,175.141,1.0,167.811,191.254,1.0,159.126,213.995,1.0,156.063,223.525,1.0
3214,182.7,51.805,1.0,181.179,64.325,1.0,183.9,77.255,1.0,183.948,90.528,1.0,182.856,108.376,1.0,182.132,127.547,1.0,177.678,145.357,1.0,175.717,160.552,1.0,169.968,174.359,1.0,168.336,191.109,1.0,159.457,213.778,1.0,156.799,223.764,1.0
3215,182.635,51.758,1.0,181.298,64.308,1.0,183.658,77.424,1.0,184.118,90.418,1.0,183.244,108.394,1.0,182.173,127.83,1.0,177.867,141.788,1.0,176.198,160.533,1.0,170.254,174.381,1.0,168.555,190.982,1.0,159.429,213.378,1.0,156.311,223.269,1.0
3216,182.623,51.944,1.0,181.238,64.366,1.0,183.881,77.252,1.0,184.313,90.294,1.0,182.87,107.948,1.0,182.223,126.939,1.0,177.888,145.055,1.0,176.213,160.557,1.0,170.964,174.975,1.0,169.196,190.821,1.0,159.367,213.441,1.0,156.413,222.986,1.0
3217,182.692,51.967,1.0,181.231,64.444,1.0,183.779,77.327,1.0,184.25,90.425,1.0,182.905,108.226,1.0,181.861,127.131,1.0,177.508,145.347,1.0,176.345,160.787,1.0,170.968,175.178,1.0,168.64,191.187,1.0,159.41,213.926,1.0,156.62,223.418,1.0
3218,182.667,51.867,1.0,181.277,64.342,1.0,183.758,77.31,1.0,184.099,90.63,1.0,182.895,108.392,1.0,181.631,127.551,1.0,177.6,141.821,1.0,176.216,161.136,1.0,170.501,175.329,1.0,167.983,191.313,1.0,159.182,213.9,1.0,156.606,223.384,1.0
3219,182.756,51.861,1.0,181.287,64.32,1.0,183.823,77.246,1.0,184.162,90.39,1.0,182.944,108.083,1.0,181.918,127.313,1.0,177.637,141.775,1.0,176.347,160.892,1.0,170.749,175.695,1.0,168.121,191.681,1.0,159.401,213.921,1.0,156.356,223.588,1.0
3220,182.789,51.848,1.0,181.31,64.345,1.0,183.835,77.307,1.0,184.399,90.387,1.0,183.172,108.277,1.0,181.896,127.557,1.0,177.824,145.639,1.0,176.172,160.693,1.0,170.478,175.121,1.0,167.823,191.139,1.0,159.11,213.665,1.0,156.163,223.274,1.0
3221,182.753,51.952,1.0,181.286,64.432,1.0,183.889,77.373,1.0,184.338,90.459,1.0,183.077,108.216,1.0,181.792,127.672,1.0,177.817,141.58,1.0,176.464,160.857,1.0,170.923,175.846,1.0,168.063,191.953,1.0,158.896,214.067,1.0,156.245,223.732,1.0
3222,182.679,52.017,1.0,181.212,64.416,1.0,183.794,77.311,1.0,184.317,90.39,1.0,183.083,108.093,1.0,181.903,127.428,1.0,177.786,141.585,1.0,176.537,160.842,1.0,171.115,175.785,1.0,168.326,191.759,1.0,159.101,214.063,1.0,156.693,224.067,1.0
3223,182.673,52.034,1.0,181.186,64.414,1.0,183.834,77.222,1.0,184.231,90.164,1.0,183.036,107.872,1.0,182.12,127.167,1.0,177.805,145.552,1.0,176.551,160.841,1.0,171.209,175.654,1.0,168.707,191.627,1.0,159.385,214.055,1.0,156.896,223.89,1.0
3224,182.683,51.929,1.0,181.067,64.259,1.0,183.84,77.02,1.0,184.175,90.024,1.0,182.98,107.584,1.0,182.159,126.868,1.0,177.933,145.428,1.0,176.421,160.963,1.0,170.922,175.638,1.0,168.59,191.706,1.0,159.379,213.951,1.0,156.972,223.929,1.0
3225,182.681,51.912,1.0,181.126,64.282,1.0,183.823,77.087,1.0,184.209,90.16,1.0,182.969,107.733,1.0,182.064,126.554,1.0,177.865,145.132,1.0,176.208,160.99,1.0,170.698,175.258,1.0,168.403,191.001,1.0,159.072,213.461,1.0,155.966,223.392,1.0
3226,182.742,51.884,1.0,181.215,64.336,1.0,183.739,77.125,1.0,184.245,90.159,1.0,182.902,107.884,1.0,182.167,126.826,1.0,177.844,145.07,1.0,175.846,160.629,1.0,170.01,174.63,1.0,168.153,190.237,1.0,159.034,213.355,1.0,155.736,223.199,1.0
3227,182.781,51.847,1.0,181.29,64.317,1.0,183.787,77.127,1.0,184.238,90.133,1.0,182.815,107.813,1.0,181.94,126.55,1.0,177.557,144.811,1.0,175.549,160.588,1.0,169.746,174.778,1.0,168.258,190.592,1.0,159.209,213.565,1.0,156.166,223.531,1.0
3228,182.806,51.616,1.0,181.111,64.198,1.0,183.726,77.182,1.0,183.974,90.394,1.0,182.982,108.025,1.0,182.076,127.101,1.0,177.41,145.199,1.0,176.088,160.719,1.0,170.482,175.218,1.0,167.938,191.522,1.0,158.833,213.979,1.0,156.669,223.826,1.0
3229,182.851,51.625,1.0,181.166,64.154,1.0,183.82,77.09,1.0,184.002,90.353,1.0,183.041,107.942,1.0,182.426,127.264,1.0,177.56,145.062,1.0,175.947,160.684,1.0,170.614,175.272,1.0,168.4,191.272,1.0,159.234,213.718,1.0,156.886,223.402,1.0
3230,182.797,51.76,1.0,181.117,64.231,1.0,183.805,77.249,1.0,184.144,90.538,1.0,183.204,108.135,1.0,182.307,127.412,1.0,177.777,145.28,1.0,176.008,160.838,1.0,170.613,174.966,1.0,168.657,191.501,1.0,159.2,213.814,1.0,157.278,224.01,1.0
3231,182.703,51.665,1.0,181.066,64.174,1.0,183.698,77.012,1.0,184.107,90.155,1.0,183.13,107.756,1.0,182.49,127.124,1.0,177.731,145.138,1.0,176.249,160.594,1.0,170.675,175.151,1.0,168.8,191.674,1.0,159.511,213.724,1.0,157.238,224.246,1.0
3232,182.662,51.665,1.0,181.057,64.197,1.0,183.687,77.116,1.0,184.043,90.374,1.0,183.111,108.016,1.0,182.265,127.204,1.0,177.344,145.067,1.0,175.793,160.414,1.0,170.432,175.074,1.0,168.616,191.188,1.0,159.35,213.948,1.0,157.306,224.345,1.0
3233,182.727,51.6,1.0,181.101,64.112,1.0,183.713,77.008,1.0,184.062,90.258,1.0,182.922,107.892,1.0,182.113,127.011,1.0,177.441,144.919,1.0,175.851,160.24,1.0,170.442,174.988,1.0,168.513,191.139,1.0,159.38,213.663,1.0,157.216,224.066,1.0
3234,182.695,51.665,1.0,181.156,64.139,1.0,183.59,77.055,1.0,183.911,90.453,1.0,182.825,108.176,1.0,181.848,127.394,1.0,177.393,145.225,1.0,175.511,160.333,1.0,170.136,174.904,1.0,168.457,190.981,1.0,159.313,213.573,1.0,157.171,224.052,1.0
3235,182.7,51.65,1.0,181.109,64.188,1.0,183.518,77.092,1.0,184.007,90.428,1.0,183.073,108.228,1.0,182.185,127.352,1.0,177.808,145.31,1.0,176.125,160.518,1.0,170.699,175.143,1.0,168.599,191.344,1.0,159.377,213.851,1.0,157.096,223.971,1.0
3236,182.701,51.744,1.0,181.155,64.243,1.0,183.603,77.152,1.0,184.092,90.407,1.0,183.083,108.297,1.0,182.072,127.557,1.0,177.822,145.44,1.0,176.048,160.639,1.0,170.698,175.264,1.0,168.582,191.457,1.0,159.616,213.723,1.0,157.348,224.095,1.0
3237,182.603,51.714,1.0,181.089,64.234,1.0,183.443,77.134,1.0,183.86,90.382,1.0,182.714,108.156,1.0,181.813,127.318,1.0,177.503,145.257,1.0,175.878,160.407,1.0,170.521,175.037,1.0,168.195,190.923,1.0,159.002,213.658,1.0,156.377,223.352,1.0
3238,182.615,51.675,1.0,181.09,64.186,1.0,183.458,77.028,1.0,183.816,90.346,1.0,182.646,107.997,1.0,181.894,127.236,1.0,177.654,145.25,1.0,175.762,160.292,1.0,170.295,174.934,1.0,168.208,190.89,1.0,159.307,213.73,1.0,156.58,223.345,1.0
3239,182.702,51.639,1.0,181.086,64.127,1.0,183.605,76.965,1.0,183.921,90.259,1.0,182.966,107.934,1.0,182.237,127.459,1.0,177.839,145.314,1.0,175.842,160.336,1.0,170.092,174.899,1.0,167.716,190.898,1.0,159.015,213.962,1.0,156.022,223.145,1.0
3240,182.558,52.008,1.0,181.256,64.399,1.0,183.452,77.637,1.0,184.027,90.69,1.0,182.924,108.632,1.0,181.653,127.511,1.0,177.814,145.414,1.0,176.029,160.241,1.0,170.204,174.67,1.0,167.889,190.85,1.0,158.841,213.814,1.0,156.022,223.875,1.0
3241,182.651,51.972,1.0,181.286,64.274,1.0,183.569,77.464,1.0,183.985,90.583,1.0,182.934,108.358,1.0,181.89,127.566,1.0,177.883,145.355,1.0,176.119,160.315,1.0,170.353,175.022,1.0,167.772,190.993,1.0,159.035,213.749,1.0,155.78,223.804,1.0
3242,182.674,51.872,1.0,181.259,64.234,1.0,183.545,77.443,1.0,183.894,90.559,1.0,182.874,108.428,1.0,181.815,127.469,1.0,177.771,145.392,1.0,176.047,160.42,1.0,170.467,175.063,1.0,167.924,190.946,1.0,159.309,213.607,1.0,156.559,224.139,1.0
3243,182.704,51.804,1.0,181.22,64.181,1.0,183.535,77.359,1.0,183.843,90.585,1.0,182.717,108.357,1.0,181.597,127.491,1.0,177.618,145.585,1.0,176.117,161.181,1.0,170.904,176.288,1.0,167.629,191.362,1.0,159.241,214.152,1.0,156.384,224.105,1.0
3244,182.651,51.762,1.0,181.186,64.157,1.0,183.428,77.406,1.0,183.835,90.625,1.0,182.86,108.427,1.0,181.785,127.698,1.0,177.843,145.745,1.0,176.12,161.088,1.0,170.889,175.813,1.0,168.143,190.916,1.0,159.7,213.701,1.0,157.398,224.39,1.0
3245,182.622,51.726,1.0,181.216,64.202,1.0,183.471,77.45,1.0,184.002,90.614,1.0,183.077,108.518,1.0,182.144,127.727,1.0,178.314,145.576,1.0,176.335,160.696,1.0,171.067,175.181,1.0,168.504,190.827,1.0,159.624,213.641,1.0,157.92,224.551,1.0
3246,182.603,51.686,1.0,181.148,64.144,1.0,183.483,77.384,1.0,184.016,90.58,1.0,183.107,108.421,1.0,181.959,127.713,1.0,178.093,145.732,1.0,176.26,160.777,1.0,170.963,175.054,1.0,168.108,190.767,1.0,159.469,213.448,1.0,157.407,224.58,1.0
3247,182.664,51.678,1.0,181.283,64.235,1.0,183.385,77.55,1.0,183.917,90.731,1.0,183.109,108.632,1.0,181.803,127.955,1.0,177.853,145.715,1.0,175.976,160.71,1.0,170.734,175.29,1.0,167.935,191.047,1.0,159.283,213.296,1.0,156.714,223.796,1.0
3248,182.754,51.636,1.0,181.337,64.237,1.0,183.351,77.544,1.0,183.649,90.954,1.0,182.451,108.7,1.0,181.261,127.913,1.0,177.706,141.71,1.0,175.855,160.829,1.0,170.5,175.501,1.0,167.803,190.776,1.0,159.192,213.399,1.0,156.543,223.57,1.0
3249,182.747,51.576,1.0,181.36,64.203,1.0,183.388,77.443,1.0,183.624,90.841,1.0,182.313,108.45,1.0,181.347,127.708,1.0,177.13,145.553,1.0,175.76,160.667,1.0,170.264,175.402,1.0,167.656,190.353,1.0,158.898,213.342,1.0,156.557,223.483,1.0
3250,182.783,51.602,1.0,181.365,64.187,1.0,183.451,77.379,1.0,183.698,90.641,1.0,182.524,108.308,1.0,181.563,127.775,1.0,177.637,145.711,1.0,175.77,160.293,1.0,170.272,175.092,1.0,167.936,191.236,1.0,159.032,213.706,1.0,156.992,224.192,1.0
3251,182.796,51.613,1.0,181.391,64.228,1.0,183.474,77.451,1.0,183.824,90.739,1.0,182.804,108.382,1.0,181.765,127.977,1.0,177.777,141.901,1.0,175.847,160.446,1.0,170.301,175.362,1.0,167.651,191.046,1.0,159.177,213.727,1.0,156.728,223.83,1.0
3252,182.792,51.741,1.0,181.205,64.19,1.0,183.763,77.304,1.0,184.132,90.47,1.0,182.923,108.253,1.0,181.913,126.973,1.0,177.598,145.282,1.0,175.54,160.263,1.0,170.396,175.352,1.0,168.662,191.001,1.0,159.407,213.539,1.0,156.302,223.38,1.0
3253,182.759,51.609,1.0,181.15,64.175,1.0,183.824,77.092,1.0,184.138,90.318,1.0,182.951,108.148,1.0,181.905,126.923,1.0,177.25,145.172,1.0,175.432,160.332,1.0,170.287,175.421,1.0,168.791,191.349,1.0,159.542,213.778,1.0,156.943,223.853,1.0
3254,182.773,51.611,1.0,181.182,64.169,1.0,183.872,76.988,1.0,184.187,90.049,1.0,182.964,107.82,1.0,182.072,126.811,1.0,177.7,145.112,1.0,175.64,160.193,1.0,170.226,174.95,1.0,168.388,190.711,1.0,159.483,213.627,1.0,156.517,223.583,1.0
3255,182.791,51.595,1.0,181.197,64.18,1.0,183.744,76.977,1.0,183.893,90.083,1.0,182.777,107.869,1.0,181.962,126.879,1.0,177.936,145.254,1.0,175.641,160.489,1.0,169.972,174.659,1.0,168.466,190.474,1.0,158.872,213.289,1.0,155.503,223.276,1.0
3256,182.814,51.609,1.0,181.157,64.141,1.0,183.776,76.939,1.0,183.975,89.97,1.0,182.825,107.779,1.0,182.06,126.944,1.0,177.672,145.085,1.0,175.491,160.465,1.0,169.731,174.755,1.0,167.634,189.98,1.0,161.204,213.715,1.0,155.764,223.346,1.0
3257,182.616,51.707,1.0,181.088,64.197,1.0,183.669,77.066,1.0,184.143,90.061,1.0,182.94,108.059,1.0,181.91,127.307,1.0,177.475,145.423,1.0,175.53,160.699,1.0,169.886,175.292,1.0,167.615,190.691,1.0,161.183,213.818,1.0,155.435,223.31,1.0
3258,182.588,51.845,1.0,181.089,64.307,1.0,183.59,77.229,1.0,184.012,90.37,1.0,182.816,108.254,1.0,181.921,127.433,1.0,177.514,145.439,1.0,175.44,160.696,1.0,169.856,175.162,1.0,167.837,190.456,1.0,161.119,213.613,1.0,155.551,223.469,1.0
3259,182.572,51.772,1.0,181.079,64.292,1.0,183.593,77.196,1.0,184.056,90.359,1.0,182.993,108.28,1.0,181.938,127.417,1.0,177.739,141.481,1.0,175.922,160.967,1.0,170.26,175.616,1.0,167.923,191.248,1.0,158.859,214.031,1.0,155.992,223.711,1.0
3260,182.564,51.706,1.0,181.032,64.183,1.0,183.597,77.092,1.0,183.993,90.272,1.0,182.888,108.214,1.0,181.894,127.448,1.0,177.705,141.515,1.0,175.793,160.907,1.0,170.714,175.869,1.0,168.458,191.268,1.0,159.449,213.705,1.0,157.015,224.105,1.0
3261,182.606,51.71,1.0,181.044,64.188,1.0,183.625,77.143,1.0,184.04,90.314,1.0,182.842,108.179,1.0,181.886,127.142,1.0,177.366,145.312,1.0,175.759,160.651,1.0,170.613,175.503,1.0,168.607,190.783,1.0,159.435,213.211,1.0,156.555,223.412,1.0
3262,182.59,51.676,1.0,181.044,64.154,1.0,183.698,77.006,1.0,184.128,90.123,1.0,182.916,108.071,1.0,182.034,127.136,1.0,177.513,145.329,1.0,175.56,160.703,1.0,170.105,174.882,1.0,168.59,190.478,1.0,159.452,213.118,1.0,156.597,223.545,1.0
3263,182.631,51.631,1.0,181.151,64.173,1.0,183.621,77.105,1.0,184.014,90.26,1.0,182.909,108.076,1.0,181.847,127.039,1.0,177.677,145.293,1.0,175.785,160.742,1.0,170.289,175.467,1.0,167.682,190.638,1.0,158.966,213.413,1.0,156.588,223.722,1.0
3264,182.603,51.668,1.0,181.115,64.145,1.0,183.644,77.204,1.0,184.054,90.436,1.0,182.661,108.293,1.0,181.916,127.292,1.0,177.51,145.349,1.0,175.632,160.778,1.0,170.055,175.119,1.0,167.043,191.223,1.0,160.889,214.132,1.0,155.68,223.743,1.0
3265,182.757,51.727,1.0,181.179,64.338,1.0,183.534,77.445,1.0,183.948,90.845,1.0,182.933,108.625,1.0,181.993,127.673,1.0,177.543,145.441,1.0,175.842,160.769,1.0,170.534,175.211,1.0,167.524,191.324,1.0,158.819,214.161,1.0,155.992,223.65,1.0
