scorer,DLC_resnet50_OrSsEnetXi01Jul10shuffle0_40000,DLC_resnet50_OrSsEnetXi01Jul10shuffle0_40000,DLC_resnet50_OrSsEnetXi01Jul10shuffle0_40000,DLC_resnet50_OrSsEnetXi01Jul10shuffle0_40000,DLC_resnet50_OrSsEnetXi01Jul10shuffle0_40000,DLC_resnet50_OrSsEnetXi01Jul10shuffle0_40000,DLC_resnet50_OrSsEnetXi01Jul10shuffle0_40000,DLC_resnet50_OrSsEnetXi01Jul10shuffle0_40000,DLC_resnet50_OrSsEnetXi01Jul10shuffle0_40000,DLC_resnet50_OrSsEnetXi01Jul10shuffle0_40000,DLC_resnet50_OrSsEnetXi01Jul10shuffle0_40000,DLC_resnet50_OrSsEnetXi01Jul10shuffle0_40000,DLC_resnet50_OrSsEnetXi01Jul10shuffle0_40000,DLC_resnet50_OrSsEnetXi01Jul10shuffle0_40000,DLC_resnet50_OrSsEnetXi01Jul10shuffle0_40000,DLC_resnet50_OrSsEnetXi01Jul10shuffle0_40000,DLC_resnet50_OrSsEnetXi01Jul10shuffle0_40000,DLC_resnet50_OrSsEnetXi01Jul10shuffle0_40000,DLC_resnet50_OrSsEnetXi01Jul10shuffle0_40000,DLC_resnet50_OrSsEnetXi01Jul10shuffle0_40000,DLC_resnet50_OrSsEnetXi01Jul10shuffle0_40000,DLC_resnet50_OrSsEnetXi01Jul10shuffle0_40000,DLC_resnet50_OrSsEnetXi01Jul10shuffle0_40000,DLC_resnet50_OrSsEnetXi01Jul10shuffle0_40000,DLC_resnet50_OrSsEnetXi01Jul10shuffle0_40000,DLC_resnet50_OrSsEnetXi01Jul10shuffle0_40000,DLC_resnet50_OrSsEnetXi01Jul10shuffle0_40000,DLC_resnet50_OrSsEnetXi01Jul10shuffle0_40000,DLC_resnet50_OrSsEnetXi01Jul10shuffle0_40000,DLC_resnet50_OrSsEnetXi01Jul10shuffle0_40000,DLC_resnet50_OrSsEnetXi01Jul10shuffle0_40000,DLC_resnet50_OrSsEnetXi01Jul10shuffle0_40000,DLC_resnet50_OrSsEnetXi01Jul10shuffle0_40000,DLC_resnet50_OrSsEnetXi01Jul10shuffle0_40000,DLC_resnet50_OrSsEnetXi01Jul10shuffle0_40000,DLC_resnet50_OrSsEnetXi01Jul10shuffle0_40000
individuals,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1
bodyparts,bodypart1,bodypart1,bodypart1,bodypart2,bodypart2,bodypart2,bodypart3,bodypart3,bodypart3,bodypart4,bodypart4,bodypart4,bodypart5,bodypart5,bodypart5,bodypart6,bodypart6,bodypart6,bodypart7,bodypart7,bodypart7,bodypart8,bodypart8,bodypart8,bodypart9,bodypart9,bodypart9,bodypart10,bodypart10,bodypart10,bodypart11,bodypart11,bodypart11,bodypart12,bodypart12,bodypart12
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
3098,182.736,51.758,1.0,181.2,64.241,1.0,184.017,77.081,1.0,184.306,90.115,1.0,183.083,107.734,1.0,182.568,126.804,1.0,178.12,145.072,1.0,175.83,160.615,1.0,170.319,175.222,1.0,168.261,191.194,1.0,159.041,213.572,1.0,156.648,223.696,1.0
3099,182.795,51.613,1.0,181.21,64.049,1.0,183.948,76.859,1.0,184.059,89.892,1.0,183.003,107.627,1.0,182.152,126.937,1.0,177.684,145.257,1.0,175.716,160.642,1.0,170.34,175.409,1.0,167.937,191.095,1.0,158.789,213.526,1.0,155.935,223.323,1.0
3100,182.868,51.576,1.0,181.261,64.044,1.0,183.929,76.886,1.0,184.063,89.872,1.0,182.909,107.574,1.0,182.083,126.894,1.0,177.532,145.176,1.0,175.551,160.617,1.0,170.222,175.136,1.0,168.122,190.774,1.0,158.95,213.339,1.0,156.258,223.536,1.0
3101,182.877,51.51,1.0,181.34,64.02,1.0,183.978,76.788,1.0,183.986,89.835,1.0,182.79,107.395,1.0,182.201,127.015,1.0,177.457,145.19,1.0,175.563,160.76,1.0,170.36,175.441,1.0,168.04,191.071,1.0,158.907,213.623,1.0,156.637,223.836,1.0
3102,182.83,51.565,1.0,181.311,64.062,1.0,183.959,76.908,1.0,184.032,89.973,1.0,183.073,107.611,1.0,182.37,127.247,1.0,178.17,145.651,1.0,175.827,161.04,1.0,170.515,175.265,1.0,168.112,190.844,1.0,158.869,213.524,1.0,156.175,223.296,1.0
3103,182.796,51.651,1.0,181.281,64.112,1.0,183.89,76.995,1.0,184.02,89.978,1.0,183.002,107.733,1.0,182.392,127.503,1.0,178.044,145.64,1.0,175.853,160.916,1.0,170.672,175.4,1.0,168.229,191.067,1.0,158.692,213.556,1.0,155.723,222.927,1.0
3104,182.758,51.723,1.0,181.286,64.034,1.0,183.915,76.867,1.0,183.961,89.707,1.0,183.025,107.515,1.0,182.262,127.297,1.0,178.014,145.676,1.0,175.966,160.895,1.0,170.445,175.169,1.0,167.805,191.435,1.0,160.67,214.006,1.0,155.16,223.166,1.0
3105,182.785,51.732,1.0,181.216,63.989,1.0,183.868,76.818,1.0,183.93,89.674,1.0,182.803,107.402,1.0,182.285,126.983,1.0,177.762,145.432,1.0,176.045,160.686,1.0,170.547,175.271,1.0,167.606,191.078,1.0,160.997,213.902,1.0,155.562,223.26,1.0
3106,182.723,51.6,1.0,181.178,63.993,1.0,183.751,76.888,1.0,183.955,89.814,1.0,182.946,107.642,1.0,182.317,127.296,1.0,177.885,145.659,1.0,175.984,160.897,1.0,170.3,175.364,1.0,167.313,190.966,1.0,161.064,213.687,1.0,155.579,223.305,1.0
3107,182.692,51.599,1.0,181.151,64.009,1.0,183.7,76.96,1.0,183.972,90.009,1.0,182.904,107.793,1.0,182.008,127.178,1.0,177.86,145.546,1.0,175.877,160.658,1.0,170.141,175.212,1.0,166.842,190.501,1.0,160.489,213.97,1.0,154.725,223.133,1.0
3108,182.801,51.898,1.0,181.362,64.36,1.0,183.681,77.388,1.0,183.912,90.595,1.0,182.397,108.293,1.0,181.227,127.47,1.0,177.147,145.457,1.0,175.983,160.74,1.0,169.943,175.768,1.0,167.164,191.311,1.0,160.582,213.68,1.0,155.071,223.049,1.0
3109,182.743,51.826,1.0,181.2,64.3,1.0,183.465,77.453,1.0,183.653,90.683,1.0,182.408,108.247,1.0,181.32,127.53,1.0,177.799,141.645,1.0,176.164,160.646,1.0,170.196,175.876,1.0,167.509,191.312,1.0,160.601,213.913,1.0,155.46,223.23,1.0
3110,182.729,51.786,1.0,181.209,64.207,1.0,183.576,77.259,1.0,183.667,90.395,1.0,182.423,107.928,1.0,181.467,127.186,1.0,177.456,145.489,1.0,176.052,160.928,1.0,170.297,176.009,1.0,168.026,191.597,1.0,158.769,214.161,1.0,156.136,223.729,1.0
3111,182.678,51.849,1.0,181.258,64.238,1.0,183.594,77.299,1.0,183.854,90.385,1.0,182.46,107.954,1.0,181.734,127.262,1.0,178.003,145.591,1.0,176.412,160.848,1.0,170.66,175.462,1.0,168.302,191.22,1.0,159.036,213.875,1.0,156.657,223.981,1.0
3112,182.741,51.733,1.0,181.252,64.202,1.0,183.671,77.257,1.0,183.892,90.463,1.0,182.512,108.032,1.0,181.712,127.348,1.0,177.813,145.658,1.0,176.054,160.607,1.0,170.56,175.443,1.0,168.211,190.979,1.0,159.002,213.588,1.0,157.13,223.592,1.0
3113,182.725,51.751,1.0,181.197,64.198,1.0,183.615,77.196,1.0,183.82,90.365,1.0,182.518,107.872,1.0,181.96,127.259,1.0,178.131,145.578,1.0,176.016,160.723,1.0,170.49,175.342,1.0,167.729,191.024,1.0,159.077,213.733,1.0,157.129,223.928,1.0
3114,182.636,51.893,1.0,181.127,64.272,1.0,183.77,77.202,1.0,184.06,90.397,1.0,182.748,107.947,1.0,181.847,127.275,1.0,177.955,145.589,1.0,175.915,160.594,1.0,170.131,175.057,1.0,167.476,191.041,1.0,158.937,213.735,1.0,156.94,223.804,1.0
3115,182.684,51.721,1.0,181.277,64.23,1.0,183.739,77.113,1.0,184.103,90.312,1.0,182.7,107.907,1.0,181.733,127.056,1.0,177.688,145.352,1.0,175.821,160.806,1.0,170.179,175.456,1.0,167.075,191.251,1.0,160.938,213.787,1.0,155.666,223.235,1.0
3116,182.699,51.729,1.0,181.302,64.229,1.0,183.689,77.064,1.0,183.955,90.439,1.0,182.47,107.935,1.0,181.411,127.371,1.0,177.6,145.429,1.0,175.778,161.055,1.0,170.107,175.705,1.0,166.888,191.414,1.0,160.81,213.909,1.0,155.616,223.498,1.0
3117,182.694,51.825,1.0,181.361,64.33,1.0,183.594,77.344,1.0,183.924,90.646,1.0,182.439,108.174,1.0,181.232,127.452,1.0,177.575,145.439,1.0,176.012,160.859,1.0,170.616,175.538,1.0,167.417,191.26,1.0,160.933,213.858,1.0,155.847,223.482,1.0
3118,182.677,51.753,1.0,181.335,64.269,1.0,183.662,77.135,1.0,184.079,90.355,1.0,182.729,107.868,1.0,181.826,127.066,1.0,178.0,145.149,1.0,176.291,160.502,1.0,170.311,174.573,1.0,168.267,190.648,1.0,159.023,213.435,1.0,156.622,223.735,1.0
3119,182.671,51.74,1.0,181.324,64.287,1.0,183.624,77.199,1.0,184.142,90.408,1.0,182.804,108.045,1.0,181.854,127.209,1.0,177.919,145.149,1.0,176.199,160.447,1.0,170.366,174.444,1.0,168.359,190.463,1.0,159.024,213.364,1.0,156.68,223.768,1.0
3120,182.879,51.788,1.0,181.273,64.239,1.0,183.766,77.108,1.0,184.188,90.53,1.0,182.824,107.951,1.0,182.17,127.618,1.0,177.861,141.785,1.0,176.176,160.909,1.0,170.209,175.588,1.0,167.35,191.491,1.0,159.021,213.938,1.0,156.764,224.265,1.0
3121,182.875,51.741,1.0,181.284,64.221,1.0,183.846,77.024,1.0,184.191,90.306,1.0,182.767,107.687,1.0,182.264,126.934,1.0,177.995,145.05,1.0,176.157,160.784,1.0,170.301,175.286,1.0,167.306,191.038,1.0,160.658,213.633,1.0,155.581,223.43,1.0
3122,182.938,51.699,1.0,181.382,64.238,1.0,183.796,77.019,1.0,184.086,90.257,1.0,182.665,107.641,1.0,182.25,126.833,1.0,178.012,145.006,1.0,175.907,160.636,1.0,169.89,175.132,1.0,166.82,190.28,1.0,160.408,213.358,1.0,155.402,223.566,1.0
3123,182.951,51.597,1.0,181.335,64.131,1.0,183.808,76.971,1.0,184.065,90.292,1.0,182.671,107.621,1.0,182.026,127.06,1.0,177.374,144.967,1.0,175.656,160.837,1.0,169.915,175.504,1.0,166.614,190.889,1.0,160.166,213.4,1.0,155.093,223.502,1.0
3124,182.923,51.655,1.0,181.303,64.093,1.0,183.784,76.939,1.0,183.902,90.315,1.0,182.765,107.718,1.0,182.203,127.29,1.0,177.788,145.202,1.0,175.624,160.778,1.0,169.707,175.282,1.0,166.663,190.836,1.0,160.696,213.804,1.0,155.949,224.022,1.0
3125,182.896,51.549,1.0,181.375,64.083,1.0,183.812,76.867,1.0,183.98,90.099,1.0,182.821,107.563,1.0,182.281,127.201,1.0,177.792,145.359,1.0,176.219,160.887,1.0,170.162,175.682,1.0,166.804,191.3,1.0,160.846,213.7,1.0,156.119,223.806,1.0
3126,182.896,51.434,1.0,181.38,64.064,1.0,183.807,76.892,1.0,184.145,90.204,1.0,182.924,107.921,1.0,182.201,127.798,1.0,177.957,141.828,1.0,176.048,161.02,1.0,170.22,175.677,1.0,167.062,191.338,1.0,161.062,213.79,1.0,156.115,223.952,1.0
3127,182.917,51.52,1.0,181.354,64.074,1.0,183.81,76.994,1.0,184.111,90.295,1.0,182.937,107.844,1.0,182.368,127.492,1.0,177.658,145.431,1.0,176.071,160.727,1.0,170.034,175.2,1.0,167.387,190.831,1.0,158.79,213.402,1.0,156.312,223.805,1.0
3128,182.886,51.547,1.0,181.384,64.107,1.0,183.873,77.001,1.0,184.154,90.257,1.0,183.072,107.932,1.0,182.402,127.443,1.0,177.817,145.318,1.0,175.765,160.667,1.0,169.815,174.78,1.0,166.986,190.284,1.0,160.637,213.284,1.0,155.861,223.938,1.0
3129,182.88,51.664,1.0,181.38,64.204,1.0,183.927,77.03,1.0,184.301,90.32,1.0,182.618,107.691,1.0,181.79,127.388,1.0,177.242,145.062,1.0,175.57,160.378,1.0,169.909,174.912,1.0,166.905,190.389,1.0,160.551,213.301,1.0,155.471,223.649,1.0
3130,182.868,51.703,1.0,181.346,64.184,1.0,183.776,76.996,1.0,184.168,90.352,1.0,182.461,107.801,1.0,181.738,127.547,1.0,177.289,145.149,1.0,175.591,160.61,1.0,169.978,175.166,1.0,166.703,190.73,1.0,160.95,213.632,1.0,156.449,224.042,1.0
3131,182.934,51.585,1.0,181.387,64.068,1.0,183.833,76.86,1.0,184.038,90.175,1.0,182.656,107.633,1.0,182.147,127.311,1.0,177.869,145.19,1.0,176.184,160.775,1.0,170.427,175.295,1.0,167.347,191.067,1.0,159.184,213.782,1.0,156.531,223.862,1.0
3132,182.755,51.746,1.0,181.321,64.273,1.0,184.066,77.258,1.0,184.64,90.161,1.0,183.034,108.124,1.0,182.152,127.173,1.0,178.062,141.591,1.0,176.121,160.719,1.0,170.248,175.404,1.0,168.663,191.893,1.0,159.044,214.133,1.0,156.374,223.942,1.0
3133,182.75,51.781,1.0,181.242,64.265,1.0,184.036,77.237,1.0,184.51,90.191,1.0,182.862,107.97,1.0,182.1,126.984,1.0,178.007,145.295,1.0,176.055,160.891,1.0,169.94,175.323,1.0,168.631,191.552,1.0,159.328,213.937,1.0,156.169,223.728,1.0
3134,182.732,51.722,1.0,181.219,64.285,1.0,183.933,77.259,1.0,184.338,90.473,1.0,182.896,108.253,1.0,181.962,127.429,1.0,178.031,141.785,1.0,175.909,160.782,1.0,170.038,175.157,1.0,168.24,191.004,1.0,158.748,213.661,1.0,155.909,223.701,1.0
3135,182.705,51.649,1.0,181.272,64.241,1.0,183.781,77.313,1.0,184.141,90.625,1.0,182.617,108.461,1.0,181.037,127.398,1.0,176.736,145.158,1.0,175.417,160.596,1.0,169.736,175.09,1.0,167.684,190.76,1.0,160.451,213.979,1.0,155.179,223.573,1.0
3136,182.699,51.599,1.0,181.273,64.22,1.0,183.768,77.176,1.0,183.975,90.399,1.0,182.716,108.153,1.0,181.601,127.305,1.0,177.193,145.162,1.0,175.484,160.806,1.0,169.78,175.219,1.0,167.487,190.958,1.0,160.572,213.713,1.0,155.015,223.826,1.0
3137,182.703,51.606,1.0,181.188,64.137,1.0,183.789,77.076,1.0,184.039,90.229,1.0,182.633,108.015,1.0,181.63,127.093,1.0,177.31,145.152,1.0,175.6,160.778,1.0,169.696,175.313,1.0,167.406,190.846,1.0,160.289,213.844,1.0,154.737,223.784,1.0
3138,182.717,51.673,1.0,181.221,64.217,1.0,183.896,77.123,1.0,184.159,90.349,1.0,182.657,108.196,1.0,181.512,127.432,1.0,177.144,145.288,1.0,175.318,160.842,1.0,169.794,175.577,1.0,167.555,191.008,1.0,160.367,213.883,1.0,154.91,223.928,1.0
3139,182.647,51.746,1.0,181.151,64.203,1.0,183.854,77.099,1.0,184.297,90.199,1.0,182.593,107.908,1.0,181.602,127.072,1.0,177.255,145.183,1.0,175.521,160.996,1.0,170.098,175.807,1.0,167.589,191.272,1.0,160.626,214.55,1.0,155.473,224.008,1.0
3140,182.702,51.693,1.0,181.118,64.138,1.0,183.839,77.086,1.0,184.153,90.245,1.0,182.723,108.094,1.0,181.748,127.273,1.0,177.664,145.449,1.0,175.509,160.962,1.0,170.138,175.673,1.0,168.163,191.495,1.0,159.283,214.483,1.0,156.581,224.426,1.0
3141,182.66,51.713,1.0,181.102,64.133,1.0,183.696,77.122,1.0,184.1,90.139,1.0,182.694,107.979,1.0,181.719,127.174,1.0,177.554,145.345,1.0,175.665,160.79,1.0,170.14,175.507,1.0,168.247,191.643,1.0,159.055,214.55,1.0,156.425,224.134,1.0
3142,182.659,51.743,1.0,181.152,64.125,1.0,183.761,77.111,1.0,184.26,90.044,1.0,182.818,107.995,1.0,181.888,127.282,1.0,177.558,145.324,1.0,175.79,160.86,1.0,170.08,175.236,1.0,168.126,190.922,1.0,159.158,213.89,1.0,156.813,223.772,1.0
3143,182.611,51.792,1.0,181.141,64.208,1.0,183.845,77.156,1.0,184.375,90.205,1.0,182.876,108.094,1.0,181.905,127.208,1.0,177.572,145.333,1.0,175.698,160.932,1.0,169.959,175.216,1.0,167.647,190.574,1.0,160.747,213.771,1.0,155.811,223.395,1.0
3144,182.59,51.673,1.0,181.116,64.137,1.0,183.756,77.222,1.0,184.435,90.272,1.0,183.075,108.145,1.0,182.023,126.835,1.0,177.417,144.787,1.0,175.384,160.581,1.0,169.706,175.011,1.0,167.521,190.18,1.0,160.61,214.116,1.0,155.628,223.91,1.0
3145,182.648,51.76,1.0,181.173,64.175,1.0,183.771,77.201,1.0,184.442,90.178,1.0,183.091,107.855,1.0,182.023,126.837,1.0,177.303,144.739,1.0,175.385,160.748,1.0,169.785,175.254,1.0,167.212,190.517,1.0,160.503,213.892,1.0,155.365,223.779,1.0
3146,182.638,51.72,1.0,181.054,64.169,1.0,183.725,77.146,1.0,184.262,90.103,1.0,183.066,107.846,1.0,182.318,126.794,1.0,177.874,144.805,1.0,175.698,160.654,1.0,169.847,175.067,1.0,167.486,190.426,1.0,160.841,213.962,1.0,155.711,223.94,1.0
3147,182.695,51.757,1.0,181.191,64.199,1.0,183.817,77.128,1.0,184.328,89.958,1.0,183.113,107.717,1.0,182.226,126.667,1.0,177.767,144.641,1.0,175.247,160.324,1.0,169.565,174.879,1.0,168.08,190.39,1.0,158.886,213.556,1.0,156.397,223.993,1.0
3148,182.734,51.778,1.0,181.084,64.196,1.0,183.764,77.068,1.0,184.251,90.029,1.0,182.929,107.747,1.0,182.182,126.673,1.0,177.644,144.863,1.0,175.41,160.547,1.0,169.719,175.097,1.0,167.704,190.254,1.0,158.74,213.52,1.0,156.337,223.715,1.0
3149,182.792,51.711,1.0,181.06,64.096,1.0,183.809,76.855,1.0,184.051,90.014,1.0,182.832,107.681,1.0,182.045,126.907,1.0,177.885,144.947,1.0,175.426,160.566,1.0,169.749,175.218,1.0,167.625,190.327,1.0,158.628,213.551,1.0,156.176,223.807,1.0
3150,182.826,51.781,1.0,181.098,64.161,1.0,183.759,76.909,1.0,183.978,90.048,1.0,182.704,107.691,1.0,182.084,126.964,1.0,177.699,145.043,1.0,175.842,160.618,1.0,170.277,175.533,1.0,168.053,191.004,1.0,158.789,213.872,1.0,156.151,224.112,1.0
3151,182.742,51.862,1.0,181.023,64.207,1.0,183.741,76.943,1.0,184.042,89.972,1.0,182.855,107.57,1.0,182.432,126.772,1.0,178.051,144.825,1.0,175.714,160.54,1.0,170.283,175.151,1.0,168.041,190.411,1.0,158.917,213.373,1.0,156.055,223.969,1.0
3152,182.764,51.812,1.0,181.135,64.205,1.0,183.733,76.905,1.0,184.082,89.899,1.0,182.989,107.646,1.0,182.526,127.016,1.0,178.096,144.953,1.0,175.708,160.545,1.0,170.385,175.337,1.0,168.338,190.583,1.0,159.377,213.414,1.0,156.706,224.096,1.0
3153,182.705,51.766,1.0,181.13,64.211,1.0,183.732,76.964,1.0,184.122,90.031,1.0,182.96,107.801,1.0,182.354,126.867,1.0,177.62,144.965,1.0,176.065,160.723,1.0,170.845,175.606,1.0,168.43,190.63,1.0,159.28,213.431,1.0,156.942,224.029,1.0
3154,182.744,51.674,1.0,181.162,64.132,1.0,183.758,76.841,1.0,184.067,90.015,1.0,182.876,107.664,1.0,182.301,126.982,1.0,177.556,145.073,1.0,176.085,160.86,1.0,170.814,175.641,1.0,168.473,191.138,1.0,159.242,213.293,1.0,156.852,224.265,1.0
3155,182.742,51.764,1.0,181.159,64.2,1.0,183.752,76.936,1.0,184.055,90.044,1.0,182.932,107.701,1.0,182.298,127.224,1.0,177.709,145.143,1.0,176.103,160.645,1.0,170.749,175.492,1.0,168.489,191.249,1.0,159.343,213.317,1.0,156.656,223.963,1.0
3156,182.693,52.087,1.0,180.908,64.434,1.0,183.607,77.346,1.0,184.046,90.642,1.0,183.184,108.315,1.0,182.177,126.977,1.0,177.637,144.922,1.0,175.968,160.003,1.0,170.65,174.869,1.0,168.985,191.302,1.0,159.532,213.499,1.0,157.274,223.859,1.0
3157,182.793,51.938,1.0,181.069,64.355,1.0,183.821,77.126,1.0,184.094,90.461,1.0,183.042,107.864,1.0,182.153,126.4,1.0,177.675,144.602,1.0,176.035,160.391,1.0,170.298,174.51,1.0,168.465,190.759,1.0,159.199,213.47,1.0,156.979,223.884,1.0
3158,182.81,51.925,1.0,181.093,64.337,1.0,183.777,77.039,1.0,183.999,90.467,1.0,182.785,107.871,1.0,182.06,126.459,1.0,177.713,145.002,1.0,176.249,160.672,1.0,170.282,174.555,1.0,168.354,191.108,1.0,158.726,213.687,1.0,156.483,223.704,1.0
3159,182.851,51.71,1.0,181.18,64.21,1.0,183.915,76.979,1.0,184.081,90.339,1.0,183.067,107.973,1.0,182.115,126.764,1.0,178.083,145.0,1.0,176.135,160.645,1.0,170.3,174.762,1.0,168.138,191.019,1.0,158.655,213.672,1.0,156.166,223.714,1.0
3160,182.828,51.657,1.0,181.155,64.189,1.0,183.809,77.002,1.0,183.97,90.444,1.0,182.855,108.025,1.0,181.997,126.725,1.0,178.143,145.139,1.0,176.269,160.829,1.0,170.254,174.783,1.0,168.273,191.142,1.0,158.58,213.708,1.0,156.098,223.75,1.0
3161,182.834,51.715,1.0,181.22,64.241,1.0,183.763,77.042,1.0,183.931,90.47,1.0,182.769,108.035,1.0,181.633,126.74,1.0,177.8,145.095,1.0,175.886,160.534,1.0,170.053,174.682,1.0,168.292,191.092,1.0,161.074,213.906,1.0,156.023,223.578,1.0
3162,182.832,51.704,1.0,181.229,64.225,1.0,183.787,77.022,1.0,183.955,90.396,1.0,182.631,107.903,1.0,181.704,126.804,1.0,177.861,145.072,1.0,175.987,160.53,1.0,170.108,174.559,1.0,168.125,190.697,1.0,158.934,213.494,1.0,156.254,223.675,1.0
3163,182.809,51.727,1.0,181.225,64.28,1.0,183.747,77.109,1.0,183.931,90.533,1.0,182.717,108.013,1.0,181.765,126.948,1.0,177.889,145.221,1.0,176.017,160.74,1.0,170.406,174.844,1.0,168.222,191.156,1.0,158.962,213.826,1.0,156.619,224.242,1.0
3164,182.798,51.752,1.0,181.255,64.27,1.0,183.86,77.085,1.0,184.154,90.279,1.0,183.059,107.965,1.0,182.091,127.272,1.0,178.267,145.535,1.0,176.248,160.548,1.0,170.529,174.663,1.0,168.203,190.871,1.0,159.112,213.613,1.0,156.689,223.838,1.0
3165,182.772,51.818,1.0,181.242,64.336,1.0,183.861,77.158,1.0,184.198,90.254,1.0,182.906,107.95,1.0,182.059,126.954,1.0,178.398,145.374,1.0,176.139,160.631,1.0,170.447,174.794,1.0,168.278,190.471,1.0,158.563,213.195,1.0,155.623,223.26,1.0
3166,182.82,51.738,1.0,181.297,64.277,1.0,183.807,77.101,1.0,184.035,90.437,1.0,182.733,108.022,1.0,181.656,127.34,1.0,178.091,145.601,1.0,176.034,160.622,1.0,170.045,174.66,1.0,168.152,190.96,1.0,158.574,213.546,1.0,155.601,223.404,1.0
3167,182.852,51.571,1.0,181.244,64.098,1.0,183.934,76.886,1.0,183.921,89.935,1.0,182.621,107.512,1.0,181.693,126.671,1.0,177.411,145.052,1.0,176.084,160.607,1.0,170.333,174.65,1.0,168.162,190.658,1.0,160.787,214.022,1.0,156.019,223.528,1.0
3168,182.823,51.668,1.0,181.45,64.253,1.0,183.879,77.147,1.0,184.252,90.068,1.0,182.675,107.813,1.0,181.76,127.231,1.0,177.258,145.111,1.0,176.09,160.999,1.0,170.499,175.882,1.0,167.603,191.193,1.0,160.897,213.858,1.0,156.041,223.569,1.0
3169,182.775,51.713,1.0,181.443,64.304,1.0,183.815,77.239,1.0,184.239,90.108,1.0,182.617,107.963,1.0,181.601,127.391,1.0,177.186,145.216,1.0,176.062,161.12,1.0,170.752,176.119,1.0,167.767,191.572,1.0,158.711,214.032,1.0,156.463,223.771,1.0
3170,182.871,51.576,1.0,181.392,64.174,1.0,183.905,77.13,1.0,184.255,90.113,1.0,182.646,107.975,1.0,181.641,127.472,1.0,177.368,145.388,1.0,175.999,161.179,1.0,170.465,175.809,1.0,168.195,191.562,1.0,159.029,213.932,1.0,156.282,223.307,1.0
3171,182.781,51.583,1.0,181.384,64.17,1.0,183.884,77.117,1.0,184.28,90.247,1.0,182.968,108.079,1.0,181.981,127.571,1.0,177.597,141.723,1.0,176.079,161.123,1.0,170.54,175.565,1.0,168.29,191.109,1.0,159.148,213.528,1.0,156.371,223.025,1.0
3172,182.776,51.639,1.0,181.302,64.191,1.0,183.804,77.077,1.0,184.286,90.272,1.0,182.865,108.119,1.0,181.664,127.638,1.0,177.583,145.677,1.0,176.069,160.874,1.0,170.563,175.187,1.0,168.351,191.1,1.0,159.199,213.422,1.0,156.468,223.441,1.0
3173,182.836,51.668,1.0,181.347,64.141,1.0,183.819,77.062,1.0,184.226,90.234,1.0,182.895,107.973,1.0,181.708,127.573,1.0,177.555,145.41,1.0,175.978,160.68,1.0,170.304,175.061,1.0,168.197,190.982,1.0,158.872,213.43,1.0,155.743,223.003,1.0
3174,182.771,51.607,1.0,181.383,64.142,1.0,183.601,77.245,1.0,184.051,90.572,1.0,182.819,108.257,1.0,181.674,127.769,1.0,177.473,145.532,1.0,175.95,160.519,1.0,170.385,175.119,1.0,167.99,190.908,1.0,158.724,213.661,1.0,155.719,223.063,1.0
3175,182.682,51.604,1.0,181.223,64.09,1.0,183.567,77.213,1.0,183.911,90.405,1.0,182.87,108.163,1.0,181.71,127.726,1.0,177.593,145.409,1.0,175.857,160.633,1.0,170.416,175.306,1.0,167.577,190.857,1.0,160.899,213.856,1.0,155.805,223.316,1.0
3176,182.688,51.639,1.0,181.229,64.143,1.0,183.625,77.187,1.0,183.971,90.364,1.0,182.718,108.145,1.0,181.707,127.497,1.0,177.517,145.173,1.0,175.697,160.676,1.0,170.336,175.446,1.0,167.838,191.104,1.0,160.817,213.828,1.0,156.179,224.142,1.0
3177,182.681,51.53,1.0,181.24,63.978,1.0,183.654,76.972,1.0,183.949,90.169,1.0,182.631,107.908,1.0,181.748,127.245,1.0,177.669,145.196,1.0,175.785,160.728,1.0,170.373,175.167,1.0,168.144,191.129,1.0,158.597,213.79,1.0,156.033,223.799,1.0
3178,182.684,51.593,1.0,181.263,64.21,1.0,183.589,77.374,1.0,183.943,90.744,1.0,182.702,108.545,1.0,181.6,127.87,1.0,177.812,141.714,1.0,175.975,160.95,1.0,170.387,175.538,1.0,167.535,191.185,1.0,158.736,213.777,1.0,156.392,224.01,1.0
3179,182.689,51.533,1.0,181.142,64.131,1.0,183.633,77.218,1.0,183.981,90.435,1.0,182.908,108.287,1.0,181.929,127.729,1.0,177.76,141.774,1.0,175.839,160.658,1.0,170.25,175.403,1.0,167.549,191.146,1.0,158.871,213.733,1.0,156.214,224.061,1.0
3180,182.687,51.932,1.0,181.217,64.449,1.0,183.628,77.394,1.0,183.995,90.514,1.0,182.49,108.2,1.0,181.657,127.304,1.0,177.332,145.123,1.0,175.702,160.737,1.0,170.39,175.401,1.0,167.657,191.488,1.0,158.859,213.792,1.0,155.847,223.516,1.0
3181,182.598,51.996,1.0,181.15,64.411,1.0,183.496,77.461,1.0,183.85,90.566,1.0,182.385,108.204,1.0,181.384,127.133,1.0,177.356,144.983,1.0,175.644,160.779,1.0,170.236,175.661,1.0,167.459,191.305,1.0,161.058,213.955,1.0,155.785,223.525,1.0
