scorer,DLC_resnet50_OrSsEnetXi01Jul10shuffle0_40000,DLC_resnet50_OrSsEnetXi01Jul10shuffle0_40000,DLC_resnet50_OrSsEnetXi01Jul10shuffle0_40000,DLC_resnet50_OrSsEnetXi01Jul10shuffle0_40000,DLC_resnet50_OrSsEnetXi01Jul10shuffle0_40000,DLC_resnet50_OrSsEnetXi01Jul10shuffle0_40000,DLC_resnet50_OrSsEnetXi01Jul10shuffle0_40000,DLC_resnet50_OrSsEnetXi01Jul10shuffle0_40000,DLC_resnet50_OrSsEnetXi01Jul10shuffle0_40000,DLC_resnet50_OrSsEnetXi01Jul10shuffle0_40000,DLC_resnet50_OrSsEnetXi01Jul10shuffle0_40000,DLC_resnet50_OrSsEnetXi01Jul10shuffle0_40000,DLC_resnet50_OrSsEnetXi01Jul10shuffle0_40000,DLC_resnet50_OrSsEnetXi01Jul10shuffle0_40000,DLC_resnet50_OrSsEnetXi01Jul10shuffle0_40000,DLC_resnet50_OrSsEnetXi01Jul10shuffle0_40000,DLC_resnet50_OrSsEnetXi01Jul10shuffle0_40000,DLC_resnet50_OrSsEnetXi01Jul10shuffle0_40000,DLC_resnet50_OrSsEnetXi01Jul10shuffle0_40000,DLC_resnet50_OrSsEnetXi01Jul10shuffle0_40000,DLC_resnet50_OrSsEnetXi01Jul10shuffle0_40000,DLC_resnet50_OrSsEnetXi01Jul10shuffle0_40000,DLC_resnet50_OrSsEnetXi01Jul10shuffle0_40000,DLC_resnet50_OrSsEnetXi01Jul10shuffle0_40000,DLC_resnet50_OrSsEnetXi01Jul10shuffle0_40000,DLC_resnet50_OrSsEnetXi01Jul10shuffle0_40000,DLC_resnet50_OrSsEnetXi01Jul10shuffle0_40000,DLC_resnet50_OrSsEnetXi01Jul10shuffle0_40000,DLC_resnet50_OrSsEnetXi01Jul10shuffle0_40000,DLC_resnet50_OrSsEnetXi01Jul10shuffle0_40000,DLC_resnet50_OrSsEnetXi01Jul10shuffle0_40000,DLC_resnet50_OrSsEnetXi01Jul10shuffle0_40000,DLC_resnet50_OrSsEnetXi01Jul10shuffle0_40000,DLC_resnet50_OrSsEnetXi01Jul10shuffle0_40000,DLC_resnet50_OrSsEnetXi01Jul10shuffle0_40000,DLC_resnet50_OrSsEnetXi01Jul10shuffle0_40000
721,316.914,184.241,1.0,317.968,201.044,1.0,319.94,209.897,1.0,321.513,223.385,1.0,318.098,236.312,1.0,317.246,261.043,1.0,317.981,275.702,1.0,319.479,295.959,1.0,318.447,315.101,1.0,317.642,329.371,1.0,320.375,348.123,1.0,319.236,360.955,1.0
722,316.887,184.173,1.0,317.931,200.925,1.0,319.904,209.684,1.0,321.535,223.163,1.0,318.172,236.206,1.0,317.194,261.091,1.0,318.127,275.648,1.0,319.348,296.054,1.0,318.367,315.189,1.0,317.611,329.682,1.0,320.647,348.314,1.0,319.461,361.005,1.0
723,316.799,184.146,1.0,317.814,200.953,1.0,319.92,209.677,1.0,321.455,223.122,1.0,318.271,236.192,1.0,317.175,261.055,1.0,318.228,275.579,1.0,319.278,296.078,1.0,318.413,315.152,1.0,317.51,329.745,1.0,321.311,348.461,1.0,319.987,360.738,1.0
724,316.774,184.177,1.0,317.826,200.954,1.0,319.919,209.671,1.0,321.403,223.115,1.0,318.237,236.2,1.0,317.176,261.186,1.0,318.202,275.598,1.0,319.423,296.165,1.0,318.455,315.15,1.0,317.478,329.691,1.0,321.319,348.311,1.0,319.983,360.567,1.0
725,316.788,184.121,1.0,317.765,200.994,1.0,319.887,209.552,1.0,321.58,223.176,1.0,318.243,236.357,1.0,317.255,261.294,1.0,318.468,275.999,1.0,319.437,296.715,1.0,318.653,315.396,1.0,317.427,329.799,1.0,321.846,348.273,1.0,318.273,360.592,1.0
726,316.816,184.127,1.0,317.719,201.078,1.0,319.906,209.72,1.0,321.604,223.259,1.0,318.17,236.492,1.0,317.43,261.559,1.0,318.199,276.168,1.0,319.578,296.78,1.0,318.648,315.498,1.0,317.765,329.926,1.0,321.738,348.374,1.0,318.182,360.607,1.0
727,316.826,184.124,1.0,317.757,201.061,1.0,320.028,209.669,1.0,321.689,223.342,1.0,318.253,236.564,1.0,317.525,261.735,1.0,318.319,276.313,1.0,319.706,296.802,1.0,318.775,315.632,1.0,318.097,329.967,1.0,321.676,348.262,1.0,317.497,360.637,1.0
728,316.882,184.395,1.0,317.792,201.306,1.0,319.934,209.929,1.0,321.549,223.386,1.0,318.205,236.691,1.0,317.505,261.963,1.0,318.543,276.346,1.0,319.701,296.841,1.0,318.662,315.581,1.0,317.569,330.049,1.0,321.67,348.043,1.0,317.568,360.612,1.0
729,316.806,184.353,1.0,317.769,201.34,1.0,319.874,209.892,1.0,321.293,223.4,1.0,318.076,236.632,1.0,317.379,262.141,1.0,318.527,276.278,1.0,319.553,296.889,1.0,318.566,315.446,1.0,317.866,330.103,1.0,321.074,348.556,1.0,319.643,360.694,1.0
730,316.94,184.371,1.0,317.904,201.307,1.0,319.848,210.157,1.0,321.218,223.639,1.0,318.006,236.595,1.0,316.953,261.836,1.0,318.02,276.017,1.0,319.359,296.485,1.0,319.069,311.615,1.0,317.52,329.709,1.0,321.783,348.316,1.0,317.611,360.464,1.0
731,316.998,184.405,1.0,318.06,201.337,1.0,320.092,209.938,1.0,321.883,223.317,1.0,318.184,236.604,1.0,317.108,261.532,1.0,317.769,276.277,1.0,319.396,296.606,1.0,318.7,315.045,1.0,317.771,329.471,1.0,321.414,348.408,1.0,317.029,360.353,1.0
732,316.971,184.391,1.0,317.906,201.069,1.0,319.793,210.004,1.0,321.639,223.553,1.0,317.878,236.61,1.0,316.957,261.522,1.0,318.121,276.38,1.0,320.099,296.799,1.0,318.817,315.65,1.0,317.847,329.652,1.0,320.259,348.451,1.0,319.158,360.97,1.0
733,317.003,184.525,1.0,317.929,201.128,1.0,319.713,210.082,1.0,321.546,223.717,1.0,317.905,236.646,1.0,316.793,261.844,1.0,318.322,276.487,1.0,319.86,296.676,1.0,318.869,315.258,1.0,317.836,329.202,1.0,322.124,348.361,1.0,317.787,360.869,1.0
734,316.91,184.542,1.0,318.003,201.043,1.0,319.687,210.129,1.0,321.493,223.635,1.0,317.779,236.639,1.0,316.94,261.47,1.0,318.41,276.451,1.0,319.929,296.461,1.0,318.947,315.274,1.0,317.93,329.347,1.0,322.568,348.472,1.0,317.919,361.133,1.0
735,316.966,184.459,1.0,318.047,201.125,1.0,319.725,209.795,1.0,321.51,223.567,1.0,317.708,236.585,1.0,317.007,261.497,1.0,318.406,276.403,1.0,319.918,296.653,1.0,318.894,315.261,1.0,317.874,329.297,1.0,322.506,348.317,1.0,317.781,361.143,1.0
736,316.973,184.534,1.0,318.13,200.956,1.0,319.847,209.836,1.0,321.586,223.51,1.0,317.994,236.639,1.0,317.249,261.351,1.0,318.887,276.12,1.0,320.034,296.778,1.0,318.749,315.39,1.0,317.655,329.564,1.0,321.266,348.286,1.0,319.284,360.679,1.0
737,316.963,184.478,1.0,318.142,201.038,1.0,319.689,209.995,1.0,321.144,223.754,1.0,317.781,236.651,1.0,316.624,261.48,1.0,318.244,276.375,1.0,319.36,297.023,1.0,318.568,315.376,1.0,317.702,329.964,1.0,321.112,348.6,1.0,319.178,360.621,1.0
738,317.02,184.587,1.0,318.201,201.151,1.0,319.784,210.089,1.0,321.139,223.863,1.0,317.609,236.612,1.0,316.479,261.617,1.0,322.033,278.833,1.0,319.403,297.255,1.0,318.399,315.465,1.0,318.701,328.242,1.0,321.836,349.122,1.0,320.547,360.937,1.0
739,316.835,184.443,1.0,318.141,200.963,1.0,320.053,209.913,1.0,321.728,223.598,1.0,318.021,236.639,1.0,317.204,261.328,1.0,318.725,276.66,1.0,319.867,297.444,1.0,318.623,315.628,1.0,318.677,327.831,1.0,320.491,348.804,1.0,319.492,361.105,1.0
740,316.845,184.4,1.0,317.967,201.128,1.0,319.673,209.913,1.0,321.088,223.646,1.0,317.617,236.667,1.0,316.496,261.647,1.0,321.946,279.028,1.0,319.903,297.764,1.0,318.548,315.836,1.0,318.979,327.816,1.0,320.178,348.839,1.0,319.099,361.265,1.0
741,316.817,184.196,1.0,318.025,201.064,1.0,319.619,209.592,1.0,321.187,223.21,1.0,317.861,236.604,1.0,316.569,261.488,1.0,321.891,279.076,1.0,319.655,297.248,1.0,318.764,315.415,1.0,318.773,327.903,1.0,321.811,348.034,1.0,320.626,360.485,1.0
742,316.765,184.322,1.0,317.961,201.131,1.0,319.81,209.835,1.0,321.338,223.373,1.0,317.767,236.282,1.0,316.739,261.368,1.0,322.128,278.774,1.0,319.519,297.258,1.0,318.527,315.614,1.0,318.836,328.268,1.0,321.956,348.653,1.0,320.655,360.951,1.0
743,316.736,184.126,1.0,317.936,200.956,1.0,319.75,209.587,1.0,321.422,223.241,1.0,318.016,236.494,1.0,316.976,261.229,1.0,318.561,276.81,1.0,319.642,297.504,1.0,318.518,315.506,1.0,319.026,327.823,1.0,321.852,348.891,1.0,320.315,360.879,1.0
744,316.691,184.042,1.0,317.825,200.841,1.0,319.936,209.928,1.0,320.981,223.937,1.0,317.413,236.57,1.0,316.834,261.323,1.0,318.129,276.99,1.0,319.463,296.941,1.0,318.2,315.857,1.0,318.357,327.959,1.0,320.719,348.812,1.0,319.488,361.355,1.0
745,316.712,184.086,1.0,317.849,200.979,1.0,319.77,209.864,1.0,320.939,223.631,1.0,317.328,236.211,1.0,316.259,260.966,1.0,321.849,278.909,1.0,319.133,296.835,1.0,318.343,315.436,1.0,318.646,327.98,1.0,321.277,348.716,1.0,319.847,360.749,1.0
746,316.568,183.96,1.0,317.752,200.903,1.0,319.8,209.624,1.0,321.1,223.355,1.0,317.529,236.274,1.0,316.333,261.012,1.0,322.011,278.924,1.0,319.324,296.797,1.0,318.347,315.478,1.0,317.678,329.889,1.0,321.571,348.656,1.0,319.872,360.904,1.0
747,316.659,184.244,1.0,317.892,201.05,1.0,319.772,209.911,1.0,321.049,223.561,1.0,317.509,236.465,1.0,316.48,260.981,1.0,322.018,279.172,1.0,319.206,296.949,1.0,318.312,315.463,1.0,317.835,329.874,1.0,321.675,348.338,1.0,319.961,360.662,1.0
748,316.717,184.185,1.0,317.996,201.078,1.0,319.857,209.945,1.0,321.097,223.678,1.0,317.663,236.576,1.0,316.394,261.193,1.0,321.954,279.112,1.0,319.33,297.177,1.0,321.171,312.088,1.0,318.647,328.262,1.0,321.469,348.566,1.0,319.899,360.855,1.0
749,316.762,184.314,1.0,318.083,201.132,1.0,319.872,209.951,1.0,321.034,223.622,1.0,317.614,236.556,1.0,316.637,261.196,1.0,322.132,278.973,1.0,319.525,297.279,1.0,321.33,311.88,1.0,318.802,328.242,1.0,321.256,349.174,1.0,319.706,361.012,1.0
750,316.819,184.518,1.0,318.018,201.163,1.0,319.637,210.242,1.0,320.967,223.989,1.0,317.616,236.73,1.0,316.524,261.658,1.0,321.865,279.541,1.0,319.573,297.469,1.0,321.169,312.277,1.0,318.607,328.419,1.0,321.695,348.627,1.0,320.406,360.933,1.0
751,316.875,184.649,1.0,318.157,201.115,1.0,319.7,210.313,1.0,320.943,223.908,1.0,317.54,236.648,1.0,316.61,261.493,1.0,321.933,279.525,1.0,319.496,297.68,1.0,321.121,312.126,1.0,318.409,328.082,1.0,322.106,348.309,1.0,320.546,360.559,1.0
752,316.908,184.658,1.0,318.127,201.107,1.0,319.717,210.308,1.0,320.946,223.882,1.0,317.49,236.608,1.0,316.782,261.664,1.0,318.707,277.412,1.0,319.645,297.853,1.0,320.162,313.26,1.0,317.337,330.19,1.0,320.307,348.55,1.0,319.301,360.976,1.0
753,316.888,184.499,1.0,318.025,200.931,1.0,319.465,210.186,1.0,320.485,224.227,1.0,317.21,236.599,1.0,316.14,261.555,1.0,321.803,279.157,1.0,319.376,297.027,1.0,319.044,311.767,1.0,317.763,329.854,1.0,320.97,348.706,1.0,319.476,360.625,1.0
754,316.932,184.541,1.0,318.115,201.091,1.0,319.505,210.168,1.0,320.578,224.131,1.0,317.452,236.635,1.0,316.111,261.371,1.0,321.601,279.262,1.0,319.307,296.871,1.0,318.983,311.569,1.0,317.914,329.642,1.0,321.427,348.626,1.0,320.246,360.758,1.0
755,316.996,184.53,1.0,318.044,201.041,1.0,319.455,210.182,1.0,320.676,224.149,1.0,317.282,236.553,1.0,315.887,261.45,1.0,321.725,279.11,1.0,319.291,296.888,1.0,318.793,311.724,1.0,317.853,329.69,1.0,321.271,348.33,1.0,320.304,360.558,1.0
756,317.002,184.6,1.0,317.981,201.267,1.0,319.592,210.715,1.0,320.798,224.474,1.0,317.119,236.735,1.0,316.465,261.718,1.0,322.135,279.121,1.0,319.181,297.1,1.0,318.157,315.683,1.0,317.69,330.238,1.0,321.093,349.378,1.0,320.194,360.993,1.0
757,317.007,184.582,1.0,317.959,201.299,1.0,319.508,210.622,1.0,320.804,224.344,1.0,317.095,236.726,1.0,316.441,261.732,1.0,322.146,279.139,1.0,319.141,296.953,1.0,318.226,315.487,1.0,317.693,329.848,1.0,321.672,348.912,1.0,320.406,360.976,1.0
758,316.92,184.236,1.0,317.981,201.068,1.0,319.738,210.11,1.0,321.02,223.849,1.0,317.394,236.304,1.0,316.307,261.415,1.0,322.336,278.78,1.0,319.339,297.083,1.0,318.144,315.329,1.0,317.459,329.814,1.0,321.323,348.6,1.0,319.923,360.741,1.0
759,316.829,184.167,1.0,317.903,201.089,1.0,319.747,209.993,1.0,321.192,223.628,1.0,317.527,236.361,1.0,316.495,261.3,1.0,322.157,278.898,1.0,319.181,296.901,1.0,318.337,315.351,1.0,317.682,329.999,1.0,321.161,348.688,1.0,319.748,360.975,1.0
760,316.641,184.021,1.0,317.783,200.939,1.0,319.671,209.83,1.0,321.098,223.446,1.0,317.295,236.171,1.0,316.356,261.329,1.0,322.175,278.912,1.0,319.129,297.017,1.0,318.4,315.559,1.0,317.766,330.145,1.0,320.973,348.719,1.0,319.748,360.879,1.0
761,316.669,184.071,1.0,317.798,201.049,1.0,319.695,209.823,1.0,321.216,223.541,1.0,317.442,236.216,1.0,316.641,261.342,1.0,322.134,278.94,1.0,319.037,296.944,1.0,318.232,315.42,1.0,317.735,329.882,1.0,321.04,348.499,1.0,319.667,360.68,1.0
762,316.641,184.046,1.0,317.855,200.916,1.0,319.579,209.924,1.0,320.964,223.871,1.0,317.308,236.506,1.0,316.606,261.72,1.0,321.802,279.463,1.0,319.18,297.524,1.0,320.044,313.249,1.0,317.622,330.31,1.0,321.137,348.497,1.0,319.811,360.663,1.0
763,316.674,184.045,1.0,317.882,200.936,1.0,319.626,209.792,1.0,321.11,223.725,1.0,317.372,236.351,1.0,316.403,261.551,1.0,321.958,279.316,1.0,319.194,297.724,1.0,319.924,313.355,1.0,317.89,328.029,1.0,320.444,349.04,1.0,318.698,361.03,1.0
764,316.597,183.967,1.0,317.737,200.838,1.0,319.617,209.581,1.0,321.02,223.551,1.0,317.353,236.284,1.0,316.103,261.421,1.0,321.747,279.297,1.0,319.029,297.578,1.0,320.025,313.537,1.0,317.973,328.163,1.0,321.052,349.474,1.0,319.049,360.931,1.0
765,316.664,183.924,1.0,317.832,201.073,1.0,319.657,209.323,1.0,321.342,223.099,1.0,317.65,236.111,1.0,316.292,261.26,1.0,321.7,279.268,1.0,319.03,297.444,1.0,319.707,313.966,1.0,317.584,328.79,1.0,321.712,349.044,1.0,320.078,360.769,1.0
766,316.617,184.01,1.0,317.84,200.94,1.0,319.769,209.522,1.0,321.522,223.213,1.0,317.74,236.252,1.0,316.349,261.19,1.0,321.879,279.308,1.0,319.253,297.379,1.0,318.816,312.052,1.0,317.187,330.109,1.0,320.858,348.71,1.0,319.268,360.852,1.0
767,316.74,184.109,1.0,317.956,201.119,1.0,319.747,209.631,1.0,321.359,223.278,1.0,317.658,236.304,1.0,316.346,261.402,1.0,321.948,279.306,1.0,319.084,297.353,1.0,318.737,311.994,1.0,317.098,330.063,1.0,320.855,348.709,1.0,319.237,360.734,1.0
768,316.806,184.18,1.0,318.016,200.977,1.0,319.697,210.077,1.0,320.794,224.159,1.0,317.516,236.886,1.0,316.586,261.692,1.0,322.091,279.045,1.0,319.156,297.071,1.0,318.2,315.376,1.0,317.409,329.912,1.0,320.846,348.824,1.0,319.172,360.645,1.0
769,316.853,184.276,1.0,317.992,201.064,1.0,319.63,210.046,1.0,320.819,224.219,1.0,317.48,236.882,1.0,316.575,261.619,1.0,322.037,279.369,1.0,319.084,297.36,1.0,320.035,313.123,1.0,317.094,330.046,1.0,321.354,348.835,1.0,319.707,360.583,1.0
770,316.858,184.119,1.0,318.062,200.985,1.0,319.654,209.924,1.0,320.955,223.875,1.0,317.632,236.67,1.0,316.647,261.547,1.0,322.142,279.239,1.0,319.198,297.298,1.0,318.153,315.404,1.0,317.321,330.12,1.0,321.291,349.03,1.0,319.61,360.508,1.0
771,316.75,183.982,1.0,317.956,201.05,1.0,319.631,209.615,1.0,321.056,223.377,1.0,317.615,236.184,1.0,316.697,261.056,1.0,322.22,279.148,1.0,319.279,297.274,1.0,318.203,315.429,1.0,318.129,328.394,1.0,321.215,348.972,1.0,319.574,360.171,1.0
772,316.7,184.02,1.0,317.875,201.012,1.0,319.643,209.576,1.0,321.078,223.529,1.0,317.675,236.283,1.0,316.611,261.232,1.0,322.236,279.31,1.0,319.354,297.485,1.0,320.007,313.667,1.0,318.12,328.44,1.0,321.251,349.135,1.0,319.707,360.259,1.0
773,316.674,184.032,1.0,317.805,201.019,1.0,319.67,209.582,1.0,321.075,223.482,1.0,317.613,236.216,1.0,316.531,261.16,1.0,322.303,279.068,1.0,319.364,297.298,1.0,318.201,315.44,1.0,318.128,328.284,1.0,321.139,348.998,1.0,319.594,360.258,1.0
774,316.709,184.107,1.0,317.699,200.955,1.0,319.485,209.633,1.0,320.848,223.702,1.0,317.519,236.294,1.0,316.491,261.182,1.0,322.31,278.849,1.0,319.314,296.949,1.0,318.292,315.102,1.0,317.713,329.69,1.0,321.373,348.286,1.0,319.571,359.814,1.0
775,316.689,184.16,1.0,317.745,201.011,1.0,319.652,209.64,1.0,320.865,223.672,1.0,317.671,236.464,1.0,316.675,261.239,1.0,322.323,278.852,1.0,319.234,297.041,1.0,318.106,314.986,1.0,317.318,329.791,1.0,321.364,348.275,1.0,319.562,360.161,1.0
776,316.742,184.218,1.0,317.836,201.015,1.0,319.726,209.495,1.0,320.969,223.584,1.0,317.855,236.338,1.0,316.755,261.034,1.0,318.33,276.004,1.0,319.025,296.929,1.0,317.943,314.872,1.0,317.364,329.658,1.0,321.59,348.41,1.0,319.986,360.284,1.0
777,316.705,184.267,1.0,317.804,201.124,1.0,319.734,209.559,1.0,320.927,223.578,1.0,317.729,236.337,1.0,316.563,261.018,1.0,322.449,278.804,1.0,318.983,296.834,1.0,318.094,314.764,1.0,317.42,329.393,1.0,321.558,348.153,1.0,317.072,360.145,1.0
778,316.718,184.275,1.0,317.805,201.129,1.0,319.75,209.68,1.0,320.859,223.807,1.0,317.49,236.365,1.0,316.405,261.228,1.0,322.355,279.056,1.0,319.161,297.099,1.0,317.978,315.203,1.0,317.114,329.693,1.0,321.27,348.193,1.0,319.513,360.301,1.0
779,316.742,184.309,1.0,317.811,201.106,1.0,319.674,209.867,1.0,320.847,224.007,1.0,317.387,236.529,1.0,316.418,261.398,1.0,322.375,279.01,1.0,319.102,297.008,1.0,318.024,315.062,1.0,317.352,329.506,1.0,321.425,348.201,1.0,319.574,360.434,1.0
780,316.79,184.088,1.0,317.984,201.069,1.0,319.905,209.577,1.0,320.985,223.69,1.0,317.743,236.576,1.0,316.577,260.966,1.0,322.256,278.493,1.0,319.154,296.097,1.0,318.575,314.808,1.0,318.256,329.306,1.0,321.712,348.385,1.0,320.519,360.811,1.0
781,316.863,184.157,1.0,318.072,201.028,1.0,319.957,209.608,1.0,321.125,223.588,1.0,317.744,236.496,1.0,316.515,260.698,1.0,322.222,278.517,1.0,319.285,296.261,1.0,318.459,314.743,1.0,317.764,329.297,1.0,321.654,348.319,1.0,320.521,360.779,1.0
782,316.895,184.174,1.0,318.1,201.047,1.0,319.996,209.666,1.0,321.283,223.568,1.0,317.905,236.84,1.0,316.746,260.963,1.0,318.074,276.865,1.0,319.342,296.77,1.0,318.354,314.877,1.0,318.291,329.462,1.0,321.611,348.596,1.0,320.007,360.926,1.0
783,316.965,184.269,1.0,318.204,201.045,1.0,319.902,209.868,1.0,321.17,223.758,1.0,317.565,236.686,1.0,316.545,261.155,1.0,321.861,279.051,1.0,319.209,296.749,1.0,318.393,315.235,1.0,318.262,329.903,1.0,321.213,348.75,1.0,319.765,361.038,1.0
784,316.777,184.108,1.0,317.966,200.997,1.0,319.795,209.6,1.0,321.045,223.392,1.0,317.574,236.122,1.0,316.371,260.919,1.0,322.318,278.603,1.0,319.381,296.602,1.0,318.411,315.039,1.0,318.053,329.711,1.0,321.883,348.236,1.0,320.742,360.663,1.0
785,316.802,184.101,1.0,317.979,200.994,1.0,319.725,209.49,1.0,321.179,223.288,1.0,317.875,236.383,1.0,316.629,261.093,1.0,322.123,278.849,1.0,319.399,297.098,1.0,318.357,315.424,1.0,317.562,330.186,1.0,321.577,348.476,1.0,320.633,360.724,1.0
786,316.76,184.133,1.0,317.915,200.939,1.0,319.729,209.527,1.0,321.092,223.265,1.0,317.786,236.269,1.0,316.497,261.222,1.0,322.034,278.876,1.0,319.516,297.238,1.0,318.429,315.393,1.0,318.408,328.064,1.0,321.804,348.716,1.0,320.829,360.745,1.0
787,316.678,184.156,1.0,317.784,200.866,1.0,319.75,209.674,1.0,320.94,223.592,1.0,317.587,236.458,1.0,316.521,261.308,1.0,322.144,278.841,1.0,319.521,296.899,1.0,318.56,315.1,1.0,317.874,329.499,1.0,321.934,348.146,1.0,320.52,360.565,1.0
788,316.8,184.244,1.0,317.911,200.907,1.0,319.814,209.865,1.0,320.894,223.862,1.0,317.486,236.449,1.0,316.415,261.398,1.0,322.161,279.028,1.0,319.601,297.088,1.0,318.431,315.241,1.0,317.482,329.609,1.0,321.958,348.243,1.0,320.225,360.744,1.0
789,316.746,184.135,1.0,317.879,200.863,1.0,319.932,209.602,1.0,321.026,223.718,1.0,317.82,236.43,1.0,316.406,261.216,1.0,322.082,279.157,1.0,319.469,297.402,1.0,318.322,315.288,1.0,317.501,329.886,1.0,321.863,348.305,1.0,320.193,360.727,1.0
790,316.721,184.11,1.0,317.823,200.851,1.0,319.896,209.503,1.0,321.01,223.672,1.0,317.85,236.269,1.0,316.296,261.212,1.0,322.053,279.138,1.0,319.422,297.232,1.0,318.376,315.285,1.0,317.945,330.092,1.0,321.918,348.434,1.0,320.328,360.606,1.0
791,316.735,184.118,1.0,317.854,200.833,1.0,319.915,209.651,1.0,320.945,223.917,1.0,317.754,236.48,1.0,316.397,261.366,1.0,322.011,279.199,1.0,319.416,297.138,1.0,318.135,315.102,1.0,318.175,329.861,1.0,321.764,348.498,1.0,319.907,360.776,1.0
792,316.897,184.2,1.0,317.954,201.176,1.0,319.898,209.871,1.0,321.306,223.562,1.0,317.453,236.343,1.0,316.307,261.504,1.0,322.019,278.961,1.0,319.166,297.26,1.0,318.723,311.889,1.0,317.39,330.064,1.0,320.942,348.728,1.0,320.304,360.868,1.0
793,316.829,184.145,1.0,317.982,201.105,1.0,319.836,209.888,1.0,321.36,223.479,1.0,317.603,236.37,1.0,316.595,261.691,1.0,318.131,276.886,1.0,319.413,297.537,1.0,318.075,315.878,1.0,317.453,330.18,1.0,320.895,349.117,1.0,320.084,360.865,1.0
794,316.771,184.124,1.0,317.818,201.024,1.0,319.78,209.783,1.0,321.235,223.5,1.0,317.488,236.393,1.0,316.342,261.662,1.0,321.986,279.006,1.0,319.263,297.402,1.0,318.104,315.902,1.0,317.82,330.061,1.0,321.095,349.647,1.0,319.963,360.923,1.0
795,316.789,184.167,1.0,317.795,201.009,1.0,319.621,209.898,1.0,320.804,223.854,1.0,317.228,236.502,1.0,316.017,261.531,1.0,322.237,279.092,1.0,319.318,297.086,1.0,318.35,315.577,1.0,317.682,329.879,1.0,322.079,349.32,1.0,317.943,360.988,1.0
796,316.797,184.365,1.0,317.818,201.041,1.0,319.654,210.187,1.0,320.862,224.097,1.0,317.193,236.773,1.0,316.272,261.615,1.0,322.097,279.32,1.0,319.379,297.329,1.0,318.262,315.648,1.0,317.968,329.771,1.0,322.226,349.337,1.0,320.526,360.473,1.0
797,316.79,184.217,1.0,317.818,200.968,1.0,319.656,210.009,1.0,321.021,224.035,1.0,317.491,236.826,1.0,316.604,261.933,1.0,322.095,279.565,1.0,319.439,297.763,1.0,318.034,315.78,1.0,317.448,329.949,1.0,320.96,349.058,1.0,319.588,360.309,1.0
798,316.794,184.162,1.0,317.767,200.955,1.0,319.526,209.994,1.0,320.816,223.97,1.0,317.306,236.571,1.0,316.259,261.773,1.0,321.918,279.314,1.0,319.229,297.338,1.0,319.945,313.36,1.0,317.221,330.223,1.0,321.364,349.184,1.0,320.009,360.702,1.0
799,316.801,184.23,1.0,317.755,200.997,1.0,319.601,209.966,1.0,320.776,223.988,1.0,317.431,236.598,1.0,316.375,261.839,1.0,321.859,279.312,1.0,319.278,297.286,1.0,320.058,313.433,1.0,318.174,328.065,1.0,321.351,349.226,1.0,320.506,360.676,1.0
800,316.843,184.169,1.0,317.807,201.009,1.0,319.511,209.938,1.0,320.765,223.875,1.0,317.403,236.499,1.0,316.261,261.509,1.0,321.952,278.969,1.0,318.984,297.013,1.0,318.895,311.885,1.0,317.495,330.096,1.0,320.975,349.204,1.0,319.431,360.744,1.0
801,316.834,184.158,1.0,317.809,200.99,1.0,319.483,209.918,1.0,320.866,224.004,1.0,317.468,236.517,1.0,316.167,261.555,1.0,321.745,279.104,1.0,318.89,297.134,1.0,318.799,311.845,1.0,317.739,329.966,1.0,320.814,348.651,1.0,320.007,360.153,1.0
802,316.774,184.234,1.0,317.846,200.956,1.0,319.681,210.077,1.0,320.981,223.887,1.0,317.421,236.579,1.0,316.423,261.566,1.0,321.912,279.181,1.0,319.081,297.148,1.0,320.076,313.142,1.0,317.395,330.393,1.0,321.111,349.01,1.0,319.96,360.435,1.0
803,316.878,184.243,1.0,317.928,200.923,1.0,319.741,210.333,1.0,320.885,224.265,1.0,317.348,236.725,1.0,316.405,261.473,1.0,322.129,279.031,1.0,319.45,297.242,1.0,318.315,315.532,1.0,317.499,330.05,1.0,320.963,348.929,1.0,319.291,360.652,1.0
804,316.804,184.374,1.0,317.833,200.945,1.0,319.692,209.834,1.0,320.987,223.987,1.0,317.355,236.54,1.0,316.54,261.642,1.0,321.905,279.168,1.0,319.347,297.074,1.0,318.345,315.797,1.0,318.316,327.778,1.0,321.591,348.792,1.0,320.293,361.019,1.0
805,316.892,184.521,1.0,317.933,201.009,1.0,319.555,209.802,1.0,320.92,224.002,1.0,317.373,236.509,1.0,316.557,261.683,1.0,321.971,279.168,1.0,319.392,296.997,1.0,318.17,315.671,1.0,318.566,327.769,1.0,322.01,348.581,1.0,320.632,360.957,1.0
806,316.794,184.338,1.0,317.886,200.93,1.0,319.54,209.735,1.0,320.775,223.969,1.0,317.316,236.697,1.0,316.45,261.693,1.0,321.932,279.148,1.0,319.293,296.867,1.0,318.187,315.691,1.0,318.03,330.019,1.0,321.957,348.353,1.0,320.834,360.826,1.0
807,316.739,184.255,1.0,317.788,200.913,1.0,319.558,209.78,1.0,320.692,223.958,1.0,317.248,236.604,1.0,316.453,261.635,1.0,322.0,279.154,1.0,319.277,296.808,1.0,318.83,312.104,1.0,318.484,327.514,1.0,321.135,348.658,1.0,319.639,361.103,1.0
