scorer,DLC_resnet50_BlSsRnetYu00Jul23shuffle0_40000,DLC_resnet50_BlSsRnetYu00Jul23shuffle0_40000,DLC_resnet50_BlSsRnetYu00Jul23shuffle0_40000,DLC_resnet50_BlSsRnetYu00Jul23shuffle0_40000,DLC_resnet50_BlSsRnetYu00Jul23shuffle0_40000,DLC_resnet50_BlSsRnetYu00Jul23shuffle0_40000,DLC_resnet50_BlSsRnetYu00Jul23shuffle0_40000,DLC_resnet50_BlSsRnetYu00Jul23shuffle0_40000,DLC_resnet50_BlSsRnetYu00Jul23shuffle0_40000,DLC_resnet50_BlSsRnetYu00Jul23shuffle0_40000,DLC_resnet50_BlSsRnetYu00Jul23shuffle0_40000,DLC_resnet50_BlSsRnetYu00Jul23shuffle0_40000,DLC_resnet50_BlSsRnetYu00Jul23shuffle0_40000,DLC_resnet50_BlSsRnetYu00Jul23shuffle0_40000,DLC_resnet50_BlSsRnetYu00Jul23shuffle0_40000,DLC_resnet50_BlSsRnetYu00Jul23shuffle0_40000,DLC_resnet50_BlSsRnetYu00Jul23shuffle0_40000,DLC_resnet50_BlSsRnetYu00Jul23shuffle0_40000,DLC_resnet50_BlSsRnetYu00Jul23shuffle0_40000,DLC_resnet50_BlSsRnetYu00Jul23shuffle0_40000,DLC_resnet50_BlSsRnetYu00Jul23shuffle0_40000,DLC_resnet50_BlSsRnetYu00Jul23shuffle0_40000,DLC_resnet50_BlSsRnetYu00Jul23shuffle0_40000,DLC_resnet50_BlSsRnetYu00Jul23shuffle0_40000,DLC_resnet50_BlSsRnetYu00Jul23shuffle0_40000,DLC_resnet50_BlSsRnetYu00Jul23shuffle0_40000,DLC_resnet50_BlSsRnetYu00Jul23shuffle0_40000,DLC_resnet50_BlSsRnetYu00Jul23shuffle0_40000,DLC_resnet50_BlSsRnetYu00Jul23shuffle0_40000,DLC_resnet50_BlSsRnetYu00Jul23shuffle0_40000,DLC_resnet50_BlSsRnetYu00Jul23shuffle0_40000,DLC_resnet50_BlSsRnetYu00Jul23shuffle0_40000,DLC_resnet50_BlSsRnetYu00Jul23shuffle0_40000,DLC_resnet50_BlSsRnetYu00Jul23shuffle0_40000,DLC_resnet50_BlSsRnetYu00Jul23shuffle0_40000,DLC_resnet50_BlSsRnetYu00Jul23shuffle0_40000
individuals,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1
bodyparts,bodypart1,bodypart1,bodypart1,bodypart2,bodypart2,bodypart2,bodypart3,bodypart3,bodypart3,bodypart4,bodypart4,bodypart4,bodypart5,bodypart5,bodypart5,bodypart6,bodypart6,bodypart6,bodypart7,bodypart7,bodypart7,bodypart8,bodypart8,bodypart8,bodypart9,bodypart9,bodypart9,bodypart10,bodypart10,bodypart10,bodypart11,bodypart11,bodypart11,bodypart12,bodypart12,bodypart12
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
2028,182.092,46.078,1.0,182.916,56.985,1.0,182.144,72.811,1.0,182.758,89.199,1.0,181.121,107.765,1.0,180.448,125.89,1.0,176.705,147.112,1.0,174.644,162.349,1.0,174.517,181.497,1.0,171.664,193.657,1.0,168.222,208.738,1.0,168.06,218.265,1.0
2029,182.119,46.061,1.0,182.918,56.987,1.0,182.109,72.808,1.0,182.688,89.233,1.0,181.228,107.898,1.0,180.669,125.77,1.0,176.791,147.052,1.0,174.594,162.285,1.0,174.736,181.538,1.0,172.029,193.787,1.0,168.577,209.067,1.0,168.139,218.495,1.0
2030,182.075,46.008,1.0,182.885,56.933,1.0,182.051,72.796,1.0,182.626,89.205,1.0,181.255,107.891,1.0,180.662,125.77,1.0,177.102,147.107,1.0,174.894,162.235,1.0,174.981,181.645,1.0,172.366,193.968,1.0,168.842,209.161,1.0,168.411,218.463,1.0
2031,182.144,46.089,1.0,182.91,56.998,1.0,182.092,72.87,1.0,182.681,89.377,1.0,181.492,108.2,1.0,180.74,126.106,1.0,177.037,147.311,1.0,174.818,162.477,1.0,174.953,181.761,1.0,172.456,194.1,1.0,169.009,209.24,1.0,168.6,218.436,1.0
2032,182.144,45.985,1.0,182.94,56.973,1.0,182.192,72.837,1.0,182.767,89.401,1.0,181.473,108.214,1.0,180.647,126.198,1.0,177.021,147.376,1.0,174.926,162.415,1.0,174.85,181.652,1.0,172.354,193.93,1.0,168.852,208.927,1.0,168.406,218.161,1.0
2033,182.112,46.007,1.0,182.983,56.99,1.0,182.199,72.825,1.0,182.782,89.356,1.0,181.33,108.049,1.0,180.597,125.924,1.0,177.039,147.1,1.0,174.805,161.968,1.0,174.758,181.285,1.0,171.645,193.213,1.0,168.15,208.239,1.0,167.714,217.642,1.0
2034,182.105,45.966,1.0,182.974,56.962,1.0,182.219,72.824,1.0,182.762,89.367,1.0,181.364,108.169,1.0,180.516,126.159,1.0,176.674,147.263,1.0,174.634,162.529,1.0,174.585,181.64,1.0,171.686,193.606,1.0,168.133,208.41,1.0,167.837,218.026,1.0
2035,182.122,45.94,1.0,182.974,56.993,1.0,182.212,72.838,1.0,182.758,89.374,1.0,181.404,108.22,1.0,180.512,126.19,1.0,176.657,147.445,1.0,174.663,162.667,1.0,174.509,181.681,1.0,171.693,193.755,1.0,168.155,208.864,1.0,167.82,218.122,1.0
2036,182.1,46.02,1.0,182.971,57.013,1.0,182.227,72.878,1.0,182.795,89.441,1.0,181.43,108.291,1.0,180.578,126.189,1.0,176.837,147.478,1.0,174.732,162.649,1.0,174.777,181.759,1.0,172.114,193.946,1.0,168.628,209.116,1.0,168.168,218.417,1.0
2037,182.135,45.959,1.0,182.988,57.034,1.0,182.264,72.851,1.0,182.959,89.5,1.0,181.54,108.439,1.0,180.566,126.384,1.0,176.852,147.606,1.0,174.836,162.905,1.0,174.881,181.766,1.0,172.311,194.045,1.0,168.839,208.933,1.0,168.321,218.437,1.0
2038,182.108,45.928,1.0,182.98,56.972,1.0,182.295,72.796,1.0,182.939,89.363,1.0,181.477,108.222,1.0,180.622,126.164,1.0,176.876,147.503,1.0,174.847,162.657,1.0,174.842,181.705,1.0,172.108,193.897,1.0,168.62,208.794,1.0,168.252,218.21,1.0
2039,182.13,45.935,1.0,183.017,56.968,1.0,182.312,72.819,1.0,182.903,89.485,1.0,181.365,108.263,1.0,180.525,126.12,1.0,176.926,147.282,1.0,174.865,162.301,1.0,174.967,181.457,1.0,171.806,193.363,1.0,168.449,208.349,1.0,168.163,217.7,1.0
2040,182.0,46.115,1.0,182.83,57.009,1.0,182.168,72.784,1.0,182.774,89.453,1.0,181.447,108.12,1.0,180.439,126.177,1.0,176.604,147.319,1.0,174.627,162.575,1.0,174.68,181.73,1.0,171.994,193.943,1.0,168.517,209.083,1.0,168.116,218.458,1.0
2041,182.021,46.101,1.0,182.894,57.033,1.0,182.18,72.834,1.0,182.767,89.454,1.0,181.365,108.208,1.0,180.313,126.268,1.0,176.538,147.531,1.0,174.622,162.664,1.0,174.504,181.78,1.0,171.693,193.934,1.0,168.219,208.729,1.0,167.948,218.302,1.0
2042,182.082,46.069,1.0,182.972,57.055,1.0,182.173,72.804,1.0,182.753,89.461,1.0,181.371,108.182,1.0,180.337,126.213,1.0,176.515,147.454,1.0,174.567,162.602,1.0,174.601,181.72,1.0,171.879,193.993,1.0,168.452,209.138,1.0,168.223,218.541,1.0
2043,182.124,46.124,1.0,182.959,57.066,1.0,182.085,72.816,1.0,182.782,89.394,1.0,181.495,108.179,1.0,180.699,126.108,1.0,176.785,147.398,1.0,174.737,162.612,1.0,174.842,181.76,1.0,172.175,194.117,1.0,168.687,209.16,1.0,168.504,218.608,1.0
2044,182.123,46.127,1.0,182.976,57.07,1.0,182.153,72.832,1.0,182.817,89.451,1.0,181.593,108.33,1.0,180.729,126.355,1.0,176.817,147.644,1.0,174.838,162.824,1.0,174.727,181.874,1.0,172.199,194.169,1.0,168.712,209.03,1.0,168.578,218.566,1.0
2045,182.133,46.134,1.0,183.001,57.127,1.0,182.203,72.864,1.0,182.925,89.655,1.0,181.677,108.566,1.0,180.655,126.644,1.0,176.766,147.787,1.0,174.916,163.063,1.0,174.886,181.916,1.0,172.197,194.145,1.0,168.747,208.971,1.0,168.574,218.364,1.0
2046,182.162,46.072,1.0,182.939,57.054,1.0,182.122,72.771,1.0,182.806,89.413,1.0,181.448,108.163,1.0,180.577,126.109,1.0,176.742,147.318,1.0,174.793,162.589,1.0,174.893,181.614,1.0,172.088,193.766,1.0,168.62,208.787,1.0,168.391,218.132,1.0
2047,182.162,46.088,1.0,182.912,57.081,1.0,182.119,72.773,1.0,182.767,89.348,1.0,181.389,108.037,1.0,180.619,125.91,1.0,176.804,147.213,1.0,174.784,162.419,1.0,174.783,181.491,1.0,171.847,193.588,1.0,168.484,208.505,1.0,168.343,217.923,1.0
2048,182.152,46.096,1.0,182.972,57.067,1.0,182.15,72.8,1.0,182.858,89.441,1.0,181.503,108.178,1.0,180.661,126.15,1.0,176.818,147.317,1.0,174.932,162.414,1.0,174.85,181.503,1.0,171.824,193.469,1.0,168.555,208.142,1.0,168.35,217.558,1.0
2049,182.184,46.167,1.0,183.013,57.056,1.0,182.128,72.811,1.0,182.831,89.405,1.0,181.414,108.108,1.0,180.552,126.065,1.0,176.664,147.231,1.0,174.8,162.487,1.0,174.865,181.617,1.0,172.092,193.79,1.0,168.752,208.619,1.0,168.443,217.955,1.0
2050,182.189,46.104,1.0,182.955,57.042,1.0,182.107,72.789,1.0,182.836,89.409,1.0,181.425,108.085,1.0,180.565,126.014,1.0,176.766,147.332,1.0,174.896,162.436,1.0,174.964,181.689,1.0,172.342,193.973,1.0,168.922,208.725,1.0,168.656,218.232,1.0
2051,182.097,46.057,1.0,182.901,57.018,1.0,182.078,72.782,1.0,182.867,89.455,1.0,181.487,108.221,1.0,180.569,126.229,1.0,176.782,147.424,1.0,174.928,162.671,1.0,174.911,181.801,1.0,172.387,194.147,1.0,168.958,208.95,1.0,168.708,218.295,1.0
2052,182.185,46.017,1.0,183.089,57.007,1.0,182.163,72.805,1.0,183.063,89.49,1.0,181.415,108.303,1.0,180.561,126.144,1.0,177.126,147.107,1.0,175.097,162.263,1.0,175.063,181.364,1.0,172.6,193.552,1.0,169.326,208.515,1.0,168.511,217.851,1.0
2053,182.23,46.062,1.0,183.096,57.004,1.0,182.268,72.836,1.0,183.038,89.639,1.0,181.715,108.595,1.0,180.83,126.6,1.0,177.191,147.589,1.0,175.201,162.745,1.0,175.094,181.627,1.0,172.484,193.795,1.0,169.135,208.624,1.0,168.52,217.927,1.0
2054,182.235,46.085,1.0,183.044,57.003,1.0,182.246,72.782,1.0,182.989,89.492,1.0,181.572,108.341,1.0,180.788,126.16,1.0,177.223,147.277,1.0,175.115,162.234,1.0,174.965,181.402,1.0,172.289,193.565,1.0,169.002,208.32,1.0,168.524,217.701,1.0
2055,182.22,45.99,1.0,183.032,56.923,1.0,182.138,72.763,1.0,182.854,89.421,1.0,181.414,108.188,1.0,180.571,125.985,1.0,176.99,147.242,1.0,174.789,162.115,1.0,174.789,181.324,1.0,171.939,193.309,1.0,168.67,208.385,1.0,168.116,217.656,1.0
2056,182.205,45.999,1.0,183.004,56.955,1.0,182.105,72.728,1.0,182.796,89.351,1.0,181.411,108.068,1.0,180.614,125.815,1.0,176.983,147.105,1.0,174.726,162.003,1.0,174.619,181.228,1.0,171.678,193.206,1.0,168.384,208.271,1.0,167.715,217.541,1.0
2057,182.175,45.909,1.0,182.984,56.937,1.0,182.155,72.698,1.0,182.855,89.351,1.0,181.462,108.069,1.0,180.701,125.869,1.0,177.052,147.197,1.0,174.785,162.063,1.0,174.5,181.215,1.0,171.745,193.356,1.0,168.478,208.182,1.0,167.868,217.664,1.0
2058,182.211,45.89,1.0,182.996,56.915,1.0,182.108,72.695,1.0,182.796,89.325,1.0,181.442,107.997,1.0,180.717,125.852,1.0,177.026,147.229,1.0,174.874,162.161,1.0,174.654,181.449,1.0,172.075,193.706,1.0,168.61,208.868,1.0,167.919,217.955,1.0
2059,182.234,45.996,1.0,182.989,56.976,1.0,182.109,72.786,1.0,182.86,89.475,1.0,181.583,108.27,1.0,180.798,126.307,1.0,177.072,147.656,1.0,175.022,162.783,1.0,174.841,181.809,1.0,172.376,194.129,1.0,168.956,209.274,1.0,168.431,218.243,1.0
2060,182.175,45.873,1.0,182.949,56.864,1.0,182.079,72.749,1.0,182.818,89.414,1.0,181.617,108.308,1.0,180.699,126.164,1.0,177.156,147.669,1.0,175.212,162.754,1.0,174.972,181.706,1.0,172.852,194.19,1.0,169.434,209.253,1.0,168.763,218.206,1.0
2061,182.169,45.961,1.0,183.016,56.893,1.0,182.18,72.742,1.0,182.866,89.46,1.0,181.571,108.261,1.0,180.786,126.002,1.0,177.323,147.335,1.0,175.201,162.307,1.0,175.019,181.468,1.0,172.633,193.822,1.0,169.217,208.777,1.0,168.485,217.94,1.0
2062,182.182,45.938,1.0,182.992,56.875,1.0,182.117,72.714,1.0,182.745,89.347,1.0,181.28,107.997,1.0,180.557,125.769,1.0,177.096,147.105,1.0,175.024,162.055,1.0,174.722,181.293,1.0,172.045,193.513,1.0,168.675,208.319,1.0,168.077,217.586,1.0
2063,182.149,45.932,1.0,183.015,56.903,1.0,182.162,72.716,1.0,182.809,89.438,1.0,181.299,108.128,1.0,180.546,126.023,1.0,176.945,147.198,1.0,174.927,162.252,1.0,174.603,181.287,1.0,171.627,193.359,1.0,168.234,208.602,1.0,167.674,217.708,1.0
2064,182.149,46.114,1.0,182.97,57.103,1.0,182.112,72.755,1.0,182.911,89.295,1.0,181.165,107.981,1.0,180.304,126.099,1.0,176.521,147.346,1.0,174.493,162.702,1.0,174.584,181.663,1.0,172.053,193.868,1.0,168.619,209.158,1.0,168.135,218.21,1.0
2065,182.173,46.122,1.0,182.9,57.094,1.0,182.14,72.778,1.0,182.902,89.315,1.0,181.546,108.15,1.0,180.868,126.23,1.0,176.829,147.552,1.0,174.762,163.151,1.0,174.796,181.901,1.0,172.134,194.086,1.0,168.751,209.38,1.0,168.135,218.461,1.0
2066,182.164,46.041,1.0,182.943,57.056,1.0,182.2,72.737,1.0,182.966,89.167,1.0,181.542,107.924,1.0,181.002,125.878,1.0,177.228,147.283,1.0,175.064,162.723,1.0,175.04,181.766,1.0,172.469,194.112,1.0,168.994,209.33,1.0,168.528,218.491,1.0
2067,182.029,45.94,1.0,182.898,56.979,1.0,182.16,72.724,1.0,182.928,89.193,1.0,181.498,107.918,1.0,180.988,125.861,1.0,177.294,147.26,1.0,175.114,162.615,1.0,175.138,181.735,1.0,172.726,194.216,1.0,169.213,209.248,1.0,168.842,218.45,1.0
2068,182.109,46.029,1.0,182.923,56.993,1.0,182.146,72.792,1.0,182.946,89.292,1.0,181.749,108.174,1.0,181.273,126.16,1.0,177.454,147.636,1.0,175.232,162.895,1.0,175.153,181.794,1.0,172.462,194.065,1.0,169.048,209.074,1.0,168.599,218.21,1.0
2069,182.095,45.974,1.0,182.903,56.952,1.0,182.125,72.715,1.0,182.91,89.161,1.0,181.488,107.814,1.0,180.916,125.76,1.0,177.145,146.989,1.0,174.98,162.156,1.0,174.975,181.406,1.0,172.224,193.538,1.0,168.963,208.395,1.0,168.509,217.747,1.0
2070,182.098,46.064,1.0,182.886,57.0,1.0,182.091,72.776,1.0,182.886,89.258,1.0,181.455,108.082,1.0,180.669,126.14,1.0,176.77,147.45,1.0,174.677,162.56,1.0,174.737,181.583,1.0,171.922,193.553,1.0,168.631,208.719,1.0,167.971,217.944,1.0
2071,182.122,46.121,1.0,182.863,56.987,1.0,182.048,72.736,1.0,182.77,89.162,1.0,181.322,107.925,1.0,180.7,125.816,1.0,176.861,147.219,1.0,174.839,162.288,1.0,174.645,181.436,1.0,171.637,193.415,1.0,168.281,208.357,1.0,167.88,217.721,1.0
2072,182.047,46.043,1.0,182.834,56.949,1.0,182.012,72.716,1.0,182.709,89.141,1.0,181.298,107.906,1.0,180.775,125.86,1.0,176.83,147.288,1.0,174.74,162.45,1.0,174.631,181.618,1.0,171.911,193.758,1.0,168.564,208.685,1.0,168.086,218.11,1.0
2073,182.104,46.022,1.0,182.926,56.935,1.0,182.081,72.748,1.0,182.732,89.269,1.0,181.345,108.077,1.0,180.759,125.992,1.0,176.842,147.332,1.0,174.762,162.372,1.0,174.801,181.659,1.0,172.328,194.021,1.0,168.893,208.919,1.0,168.394,218.466,1.0
2074,182.129,46.06,1.0,182.929,56.954,1.0,182.096,72.76,1.0,182.732,89.268,1.0,181.357,108.054,1.0,180.813,126.017,1.0,177.02,147.404,1.0,174.992,162.664,1.0,174.971,181.727,1.0,172.584,194.218,1.0,169.167,209.179,1.0,168.605,218.528,1.0
2075,182.11,46.053,1.0,182.908,56.988,1.0,182.156,72.795,1.0,182.864,89.4,1.0,181.676,108.394,1.0,180.94,126.243,1.0,177.185,147.631,1.0,175.214,162.904,1.0,174.983,181.927,1.0,172.632,194.396,1.0,169.228,209.251,1.0,168.726,218.506,1.0
2076,182.051,46.003,1.0,182.888,56.908,1.0,182.202,72.874,1.0,182.815,89.431,1.0,181.502,108.337,1.0,180.775,126.406,1.0,177.081,147.583,1.0,175.069,162.821,1.0,174.97,181.679,1.0,172.482,193.803,1.0,169.051,208.949,1.0,168.646,218.121,1.0
2077,182.172,45.915,1.0,182.954,56.785,1.0,182.199,72.747,1.0,182.739,89.272,1.0,181.427,108.109,1.0,180.762,126.07,1.0,177.025,147.464,1.0,174.931,162.68,1.0,174.905,181.565,1.0,172.146,193.599,1.0,168.702,208.676,1.0,168.34,217.904,1.0
2078,182.111,45.943,1.0,182.907,56.862,1.0,182.21,72.796,1.0,182.715,89.375,1.0,181.433,108.189,1.0,180.609,126.103,1.0,176.866,147.419,1.0,174.848,162.586,1.0,174.761,181.475,1.0,171.966,193.453,1.0,168.561,208.729,1.0,168.279,217.808,1.0
2079,182.127,45.949,1.0,182.912,56.881,1.0,182.129,72.784,1.0,182.588,89.28,1.0,181.311,108.004,1.0,180.427,125.951,1.0,176.778,147.549,1.0,174.813,162.511,1.0,174.554,181.371,1.0,171.946,193.419,1.0,168.626,208.37,1.0,168.465,217.553,1.0
2080,182.107,45.95,1.0,182.883,56.897,1.0,182.167,72.765,1.0,182.711,89.405,1.0,181.453,108.277,1.0,180.393,126.294,1.0,176.656,147.882,1.0,174.86,162.947,1.0,174.586,181.691,1.0,172.096,193.852,1.0,168.735,208.804,1.0,168.441,218.018,1.0
2081,182.116,45.986,1.0,182.978,56.916,1.0,182.3,72.826,1.0,182.833,89.431,1.0,181.598,108.433,1.0,180.621,126.535,1.0,176.75,147.888,1.0,174.909,163.086,1.0,174.751,181.777,1.0,172.45,194.095,1.0,169.154,209.113,1.0,168.753,218.319,1.0
2082,182.131,45.982,1.0,182.935,56.914,1.0,182.281,72.803,1.0,182.754,89.432,1.0,181.473,108.361,1.0,180.64,126.454,1.0,176.944,147.776,1.0,175.058,162.829,1.0,174.778,181.732,1.0,172.491,194.032,1.0,169.19,208.918,1.0,168.798,218.227,1.0
2083,182.115,45.952,1.0,182.879,56.821,1.0,182.117,72.73,1.0,182.661,89.248,1.0,181.537,108.154,1.0,180.899,126.228,1.0,177.096,147.798,1.0,175.117,162.801,1.0,174.655,181.755,1.0,172.42,194.145,1.0,169.1,208.87,1.0,168.725,218.21,1.0
2084,182.144,45.969,1.0,182.909,56.855,1.0,182.129,72.74,1.0,182.686,89.297,1.0,181.379,107.947,1.0,180.508,125.96,1.0,177.022,147.492,1.0,175.003,162.335,1.0,174.659,181.489,1.0,172.152,193.712,1.0,168.73,208.493,1.0,168.407,217.899,1.0
2085,182.14,45.974,1.0,182.912,56.785,1.0,182.133,72.712,1.0,182.531,89.298,1.0,181.186,107.872,1.0,180.596,125.625,1.0,176.954,147.032,1.0,174.687,161.848,1.0,174.626,181.148,1.0,172.068,193.254,1.0,168.722,207.998,1.0,168.488,217.635,1.0
2086,182.118,45.986,1.0,182.88,56.884,1.0,182.201,72.811,1.0,182.632,89.441,1.0,181.343,108.19,1.0,180.491,126.209,1.0,176.728,147.478,1.0,174.779,162.457,1.0,174.699,181.522,1.0,171.783,193.616,1.0,168.265,208.435,1.0,167.89,217.916,1.0
2087,182.161,45.936,1.0,182.922,56.883,1.0,182.233,72.791,1.0,182.651,89.466,1.0,181.378,108.296,1.0,180.657,126.246,1.0,176.902,147.549,1.0,174.811,162.638,1.0,174.727,181.634,1.0,171.859,193.701,1.0,168.391,208.627,1.0,167.909,217.904,1.0
2088,182.172,46.298,1.0,182.947,57.102,1.0,182.015,72.908,1.0,183.03,89.627,1.0,181.319,108.264,1.0,180.457,126.158,1.0,176.936,147.159,1.0,174.841,162.276,1.0,174.936,181.32,1.0,172.123,193.226,1.0,168.711,209.028,1.0,168.041,217.659,1.0
2089,182.206,46.285,1.0,182.984,57.078,1.0,182.136,72.908,1.0,183.01,89.681,1.0,181.537,108.559,1.0,180.693,126.52,1.0,176.994,147.583,1.0,175.017,162.811,1.0,175.035,181.656,1.0,172.18,193.704,1.0,168.78,209.253,1.0,168.179,218.08,1.0
2090,182.216,46.209,1.0,182.992,57.05,1.0,182.2,72.889,1.0,183.068,89.632,1.0,181.566,108.478,1.0,180.851,126.404,1.0,177.17,147.547,1.0,175.071,162.815,1.0,174.955,181.696,1.0,172.124,193.883,1.0,168.689,209.487,1.0,167.99,218.208,1.0
2091,182.17,46.247,1.0,182.968,57.044,1.0,182.132,72.878,1.0,182.979,89.724,1.0,181.477,108.518,1.0,180.633,126.367,1.0,177.133,147.357,1.0,175.015,162.35,1.0,175.023,181.391,1.0,172.1,193.381,1.0,168.786,208.807,1.0,168.119,217.725,1.0
2092,182.188,46.215,1.0,183.002,57.005,1.0,182.13,72.857,1.0,182.993,89.605,1.0,181.405,108.329,1.0,180.613,125.949,1.0,177.11,147.026,1.0,174.957,162.052,1.0,175.005,181.287,1.0,172.084,193.244,1.0,168.698,208.65,1.0,168.092,217.679,1.0
2093,182.201,46.186,1.0,182.94,56.99,1.0,182.085,72.852,1.0,182.884,89.58,1.0,181.403,108.375,1.0,180.555,126.278,1.0,177.044,147.471,1.0,175.001,162.64,1.0,174.924,181.708,1.0,172.295,193.857,1.0,168.884,209.194,1.0,168.267,218.143,1.0
2094,182.219,46.178,1.0,182.966,56.977,1.0,182.082,72.838,1.0,182.912,89.603,1.0,181.685,108.563,1.0,180.83,126.503,1.0,177.023,147.671,1.0,175.154,162.919,1.0,174.797,181.857,1.0,172.437,194.287,1.0,169.022,209.487,1.0,168.354,218.6,1.0
2095,182.158,46.076,1.0,182.93,56.951,1.0,182.086,72.846,1.0,182.945,89.648,1.0,181.658,108.637,1.0,180.783,126.461,1.0,177.038,147.609,1.0,175.15,162.848,1.0,174.911,181.768,1.0,172.401,194.084,1.0,168.918,209.364,1.0,168.276,218.437,1.0
2096,182.141,46.162,1.0,182.842,57.008,1.0,182.023,72.828,1.0,183.007,89.593,1.0,181.529,108.373,1.0,180.69,126.093,1.0,177.001,147.338,1.0,174.945,162.413,1.0,174.972,181.469,1.0,172.164,193.701,1.0,168.731,208.923,1.0,168.238,218.159,1.0
2097,182.155,46.135,1.0,182.898,56.98,1.0,182.024,72.827,1.0,182.952,89.525,1.0,181.372,108.245,1.0,180.649,125.938,1.0,177.013,147.091,1.0,174.84,162.018,1.0,174.799,181.279,1.0,171.826,193.346,1.0,168.469,208.297,1.0,167.904,217.642,1.0
2098,182.095,46.178,1.0,182.831,57.002,1.0,182.036,72.859,1.0,182.967,89.491,1.0,181.439,108.254,1.0,180.457,126.145,1.0,176.611,147.303,1.0,174.677,162.256,1.0,174.621,181.345,1.0,171.708,193.355,1.0,168.358,208.326,1.0,167.887,217.549,1.0
2099,182.09,46.272,1.0,182.864,57.012,1.0,182.008,72.897,1.0,182.898,89.545,1.0,181.388,108.21,1.0,180.416,126.19,1.0,176.72,147.299,1.0,174.776,162.249,1.0,174.725,181.376,1.0,171.819,193.378,1.0,168.469,208.551,1.0,167.828,217.687,1.0
2100,182.096,46.144,1.0,183.0,56.986,1.0,182.07,72.812,1.0,182.886,89.467,1.0,181.208,108.144,1.0,180.476,126.051,1.0,176.845,147.103,1.0,174.752,162.339,1.0,174.755,181.549,1.0,172.098,193.705,1.0,168.673,208.928,1.0,168.293,218.142,1.0
2101,182.123,46.013,1.0,182.958,56.867,1.0,182.127,72.719,1.0,182.945,89.363,1.0,181.511,108.151,1.0,180.757,126.069,1.0,177.06,147.316,1.0,174.907,162.404,1.0,174.686,181.597,1.0,172.274,193.971,1.0,168.817,208.859,1.0,168.493,218.094,1.0
2102,182.162,46.021,1.0,182.976,56.892,1.0,182.189,72.71,1.0,182.999,89.375,1.0,181.663,108.259,1.0,180.931,126.149,1.0,177.252,147.427,1.0,175.099,162.521,1.0,174.8,181.58,1.0,172.471,194.039,1.0,169.004,208.836,1.0,168.674,218.077,1.0
2103,182.13,46.009,1.0,182.964,56.854,1.0,182.04,72.701,1.0,182.871,89.199,1.0,181.364,107.949,1.0,180.753,125.864,1.0,177.127,147.273,1.0,175.111,162.353,1.0,174.732,181.55,1.0,172.517,194.166,1.0,169.058,208.816,1.0,168.611,218.201,1.0
2104,182.103,45.991,1.0,182.943,56.932,1.0,182.123,72.729,1.0,182.936,89.431,1.0,181.448,108.227,1.0,180.689,126.099,1.0,177.074,147.323,1.0,175.14,162.343,1.0,174.894,181.576,1.0,172.386,193.969,1.0,168.914,208.51,1.0,168.476,218.064,1.0
2105,182.094,45.949,1.0,182.986,56.863,1.0,182.173,72.683,1.0,182.917,89.328,1.0,181.418,108.046,1.0,180.707,125.952,1.0,177.102,147.139,1.0,175.12,162.142,1.0,174.869,181.335,1.0,172.083,193.492,1.0,168.715,208.055,1.0,168.382,217.523,1.0
2106,182.107,45.959,1.0,182.973,56.845,1.0,182.154,72.656,1.0,182.844,89.23,1.0,181.313,107.809,1.0,180.613,125.726,1.0,176.958,147.063,1.0,175.026,162.052,1.0,174.769,181.365,1.0,172.004,193.552,1.0,168.575,208.357,1.0,168.051,217.706,1.0
2107,182.053,45.928,1.0,182.94,56.861,1.0,182.174,72.618,1.0,182.888,89.14,1.0,181.296,107.746,1.0,180.528,125.575,1.0,176.912,147.049,1.0,174.791,162.086,1.0,174.704,181.361,1.0,172.186,193.695,1.0,168.763,208.707,1.0,168.315,218.055,1.0
2108,182.101,45.968,1.0,182.941,56.881,1.0,182.234,72.697,1.0,183.013,89.323,1.0,181.566,108.126,1.0,180.786,126.117,1.0,177.061,147.517,1.0,174.948,162.58,1.0,174.82,181.643,1.0,172.254,193.911,1.0,168.893,208.873,1.0,168.03,218.118,1.0
2109,182.108,45.98,1.0,182.993,56.926,1.0,182.274,72.756,1.0,183.103,89.463,1.0,181.808,108.465,1.0,180.888,126.562,1.0,177.001,147.803,1.0,175.008,162.954,1.0,174.706,181.849,1.0,172.348,194.216,1.0,169.024,209.062,1.0,168.291,218.327,1.0
2110,182.068,46.049,1.0,182.996,56.975,1.0,182.259,72.791,1.0,183.065,89.504,1.0,181.611,108.381,1.0,180.494,126.38,1.0,176.917,147.634,1.0,174.923,162.615,1.0,174.788,181.642,1.0,172.477,193.888,1.0,169.122,208.794,1.0,168.345,218.019,1.0
2111,182.135,46.015,1.0,183.086,57.005,1.0,182.469,72.768,1.0,183.677,89.496,1.0,182.503,108.313,1.0,181.78,126.183,1.0,177.624,147.374,1.0,175.154,162.784,1.0,175.022,181.681,1.0,171.134,193.323,1.0,167.46,209.158,1.0,166.62,217.939,1.0
