scorer,DLC_resnet50_BlSsRnetYu00Jul23shuffle0_40000,DLC_resnet50_BlSsRnetYu00Jul23shuffle0_40000,DLC_resnet50_BlSsRnetYu00Jul23shuffle0_40000,DLC_resnet50_BlSsRnetYu00Jul23shuffle0_40000,DLC_resnet50_BlSsRnetYu00Jul23shuffle0_40000,DLC_resnet50_BlSsRnetYu00Jul23shuffle0_40000,DLC_resnet50_BlSsRnetYu00Jul23shuffle0_40000,DLC_resnet50_BlSsRnetYu00Jul23shuffle0_40000,DLC_resnet50_BlSsRnetYu00Jul23shuffle0_40000,DLC_resnet50_BlSsRnetYu00Jul23shuffle0_40000,DLC_resnet50_BlSsRnetYu00Jul23shuffle0_40000,DLC_resnet50_BlSsRnetYu00Jul23shuffle0_40000,DLC_resnet50_BlSsRnetYu00Jul23shuffle0_40000,DLC_resnet50_BlSsRnetYu00Jul23shuffle0_40000,DLC_resnet50_BlSsRnetYu00Jul23shuffle0_40000,DLC_resnet50_BlSsRnetYu00Jul23shuffle0_40000,DLC_resnet50_BlSsRnetYu00Jul23shuffle0_40000,DLC_resnet50_BlSsRnetYu00Jul23shuffle0_40000,DLC_resnet50_BlSsRnetYu00Jul23shuffle0_40000,DLC_resnet50_BlSsRnetYu00Jul23shuffle0_40000,DLC_resnet50_BlSsRnetYu00Jul23shuffle0_40000,DLC_resnet50_BlSsRnetYu00Jul23shuffle0_40000,DLC_resnet50_BlSsRnetYu00Jul23shuffle0_40000,DLC_resnet50_BlSsRnetYu00Jul23shuffle0_40000,DLC_resnet50_BlSsRnetYu00Jul23shuffle0_40000,DLC_resnet50_BlSsRnetYu00Jul23shuffle0_40000,DLC_resnet50_BlSsRnetYu00Jul23shuffle0_40000,DLC_resnet50_BlSsRnetYu00Jul23shuffle0_40000,DLC_resnet50_BlSsRnetYu00Jul23shuffle0_40000,DLC_resnet50_BlSsRnetYu00Jul23shuffle0_40000,DLC_resnet50_BlSsRnetYu00Jul23shuffle0_40000,DLC_resnet50_BlSsRnetYu00Jul23shuffle0_40000,DLC_resnet50_BlSsRnetYu00Jul23shuffle0_40000,DLC_resnet50_BlSsRnetYu00Jul23shuffle0_40000,DLC_resnet50_BlSsRnetYu00Jul23shuffle0_40000,DLC_resnet50_BlSsRnetYu00Jul23shuffle0_40000
individuals,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1
bodyparts,bodypart1,bodypart1,bodypart1,bodypart2,bodypart2,bodypart2,bodypart3,bodypart3,bodypart3,bodypart4,bodypart4,bodypart4,bodypart5,bodypart5,bodypart5,bodypart6,bodypart6,bodypart6,bodypart7,bodypart7,bodypart7,bodypart8,bodypart8,bodypart8,bodypart9,bodypart9,bodypart9,bodypart10,bodypart10,bodypart10,bodypart11,bodypart11,bodypart11,bodypart12,bodypart12,bodypart12
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
2750,327.759,178.898,1.0,329.674,191.785,1.0,330.807,205.422,1.0,332.153,222.219,1.0,328.781,242.779,1.0,327.063,257.819,1.0,326.207,281.44,1.0,321.578,293.169,1.0,318.595,313.602,1.0,316.424,327.543,1.0,310.689,339.615,1.0,308.711,354.562,1.0
2751,327.763,178.951,1.0,329.71,191.853,1.0,330.814,205.458,1.0,332.446,222.22,1.0,328.822,242.727,1.0,327.154,257.819,1.0,326.358,281.671,1.0,321.871,293.295,1.0,318.581,313.766,1.0,316.658,327.774,1.0,310.958,339.595,1.0,308.952,354.536,1.0
2752,327.714,178.956,1.0,329.683,191.819,1.0,330.738,205.358,1.0,332.485,222.195,1.0,328.917,242.909,1.0,327.318,257.927,1.0,326.818,281.766,1.0,322.204,293.546,1.0,318.912,314.007,1.0,317.135,327.923,1.0,311.568,339.725,1.0,309.688,354.688,1.0
2753,327.769,178.946,1.0,329.746,191.858,1.0,330.786,205.378,1.0,332.5,222.205,1.0,328.965,242.819,1.0,327.352,257.908,1.0,326.03,279.181,1.0,322.552,293.609,1.0,319.326,314.259,1.0,317.572,328.234,1.0,311.956,339.962,1.0,310.191,354.816,1.0
2754,327.836,178.981,1.0,329.784,191.889,1.0,330.785,205.4,1.0,332.536,222.196,1.0,329.117,242.86,1.0,327.317,257.95,1.0,326.079,279.166,1.0,322.628,293.66,1.0,319.305,314.204,1.0,317.484,328.15,1.0,311.809,339.91,1.0,309.083,347.557,1.0
2755,327.845,178.929,1.0,329.751,191.835,1.0,330.837,205.35,1.0,332.513,222.13,1.0,329.163,242.802,1.0,327.244,257.888,1.0,326.916,281.491,1.0,322.482,293.47,1.0,318.956,313.775,1.0,317.027,327.694,1.0,311.314,339.424,1.0,309.581,354.236,1.0
2756,327.852,178.898,1.0,329.737,191.768,1.0,330.862,205.356,1.0,332.481,222.117,1.0,328.985,242.794,1.0,327.06,257.93,1.0,326.676,281.329,1.0,323.306,296.857,1.0,318.954,313.309,1.0,316.669,327.242,1.0,310.87,339.42,1.0,309.005,354.172,1.0
2757,327.878,178.969,1.0,329.8,191.847,1.0,330.844,205.362,1.0,332.569,222.127,1.0,328.961,242.797,1.0,327.029,257.837,1.0,326.488,281.543,1.0,321.915,293.251,1.0,318.692,313.451,1.0,316.347,327.567,1.0,310.652,339.571,1.0,309.11,354.166,1.0
2758,327.922,178.963,1.0,329.839,191.874,1.0,330.885,205.361,1.0,332.581,222.207,1.0,328.919,242.84,1.0,326.974,257.847,1.0,326.448,281.519,1.0,321.927,293.466,1.0,318.695,313.653,1.0,316.501,327.897,1.0,310.699,339.717,1.0,308.306,347.359,1.0
2759,327.855,178.942,1.0,329.768,191.793,1.0,330.821,205.319,1.0,332.563,222.126,1.0,328.921,242.817,1.0,327.074,257.816,1.0,326.511,281.819,1.0,322.035,293.805,1.0,318.645,313.982,1.0,316.883,328.17,1.0,311.227,339.716,1.0,308.445,347.265,1.0
2760,327.732,179.171,1.0,329.747,192.019,1.0,330.771,205.6,1.0,332.741,222.308,1.0,328.844,242.961,1.0,327.052,257.92,1.0,326.828,281.607,1.0,322.373,293.312,1.0,318.887,313.601,1.0,316.847,327.649,1.0,311.706,339.713,1.0,310.007,354.525,1.0
2761,327.713,179.093,1.0,329.665,191.91,1.0,330.74,205.518,1.0,332.622,222.22,1.0,328.87,242.759,1.0,327.078,257.868,1.0,326.873,281.567,1.0,322.433,293.374,1.0,319.032,313.811,1.0,316.928,327.726,1.0,311.599,339.879,1.0,309.767,354.662,1.0
2762,327.784,179.117,1.0,329.753,192.016,1.0,330.752,205.637,1.0,332.558,222.378,1.0,328.843,243.101,1.0,327.313,258.044,1.0,325.859,279.197,1.0,322.449,293.609,1.0,319.048,313.835,1.0,316.949,327.797,1.0,311.736,339.755,1.0,309.852,354.549,1.0
2763,327.858,179.118,1.0,329.807,191.971,1.0,330.752,205.615,1.0,332.513,222.33,1.0,328.906,242.972,1.0,327.248,258.02,1.0,326.75,281.817,1.0,322.126,293.44,1.0,318.892,313.721,1.0,316.836,327.616,1.0,311.677,339.74,1.0,309.924,354.522,1.0
2764,327.88,179.102,1.0,329.831,191.993,1.0,330.798,205.638,1.0,332.424,222.373,1.0,328.832,243.093,1.0,327.3,258.072,1.0,325.679,279.135,1.0,321.998,293.516,1.0,318.669,313.717,1.0,316.528,327.662,1.0,311.084,339.792,1.0,309.542,354.656,1.0
2765,327.844,179.037,1.0,329.745,191.879,1.0,330.852,205.466,1.0,332.427,222.182,1.0,328.864,242.785,1.0,326.927,257.835,1.0,326.382,281.282,1.0,323.05,296.854,1.0,318.6,313.338,1.0,316.424,327.269,1.0,310.843,339.727,1.0,309.468,354.416,1.0
2766,327.843,179.005,1.0,329.766,191.869,1.0,330.791,205.452,1.0,332.464,222.181,1.0,328.847,242.843,1.0,326.948,257.904,1.0,326.49,281.576,1.0,321.859,293.307,1.0,318.679,313.554,1.0,316.615,327.684,1.0,311.006,339.881,1.0,309.591,354.537,1.0
2767,327.763,179.007,1.0,329.716,191.841,1.0,330.822,205.453,1.0,332.427,222.247,1.0,328.985,242.929,1.0,327.142,257.909,1.0,326.755,281.569,1.0,322.226,293.429,1.0,318.746,313.674,1.0,316.596,327.728,1.0,311.102,339.814,1.0,309.351,354.571,1.0
2768,327.78,178.919,1.0,329.702,191.731,1.0,330.807,205.389,1.0,332.403,222.202,1.0,328.962,242.856,1.0,327.279,257.844,1.0,326.774,281.57,1.0,322.333,293.323,1.0,318.768,313.651,1.0,316.869,327.663,1.0,311.425,339.606,1.0,309.41,354.425,1.0
2769,327.769,178.976,1.0,329.744,191.821,1.0,330.929,205.443,1.0,332.505,222.235,1.0,329.09,242.898,1.0,327.331,257.845,1.0,326.85,281.605,1.0,322.303,293.322,1.0,318.857,313.622,1.0,316.902,327.55,1.0,311.436,339.699,1.0,309.585,354.395,1.0
2770,327.764,178.899,1.0,329.745,191.717,1.0,330.828,205.365,1.0,332.51,222.151,1.0,329.109,242.847,1.0,327.289,257.871,1.0,326.743,281.655,1.0,322.183,293.386,1.0,318.676,313.424,1.0,316.729,327.36,1.0,311.156,339.376,1.0,309.291,354.293,1.0
2771,327.776,178.879,1.0,329.696,191.692,1.0,330.862,205.35,1.0,332.44,222.173,1.0,328.915,242.798,1.0,327.119,257.799,1.0,326.498,281.515,1.0,323.141,296.942,1.0,318.572,313.189,1.0,316.647,327.053,1.0,311.233,339.328,1.0,309.451,354.134,1.0
2772,327.661,179.065,1.0,329.653,191.844,1.0,330.708,205.455,1.0,332.321,222.176,1.0,328.884,242.958,1.0,327.015,257.843,1.0,326.491,281.602,1.0,322.044,293.441,1.0,318.83,313.462,1.0,316.532,327.48,1.0,310.783,339.548,1.0,307.931,347.394,1.0
2773,327.67,179.132,1.0,329.615,191.926,1.0,330.687,205.539,1.0,332.23,222.342,1.0,328.717,243.147,1.0,327.222,257.994,1.0,325.789,279.31,1.0,322.056,293.672,1.0,318.734,313.731,1.0,316.563,327.632,1.0,311.085,339.668,1.0,309.286,354.563,1.0
2774,327.723,179.118,1.0,329.619,191.921,1.0,330.678,205.513,1.0,332.055,222.309,1.0,328.673,243.13,1.0,327.138,257.988,1.0,325.692,279.226,1.0,322.12,293.797,1.0,318.799,313.921,1.0,316.965,327.808,1.0,311.637,339.658,1.0,309.752,354.784,1.0
2775,327.773,179.083,1.0,329.703,191.878,1.0,330.715,205.506,1.0,332.211,222.321,1.0,328.613,243.097,1.0,327.047,257.937,1.0,325.756,279.242,1.0,322.395,293.758,1.0,318.868,313.935,1.0,317.032,327.811,1.0,311.6,339.583,1.0,309.665,354.495,1.0
2776,327.742,179.055,1.0,329.68,191.939,1.0,330.771,205.568,1.0,332.396,222.362,1.0,328.71,243.199,1.0,327.105,258.107,1.0,325.728,279.411,1.0,322.501,293.993,1.0,319.014,314.154,1.0,317.166,327.924,1.0,311.745,339.509,1.0,309.603,354.523,1.0
2777,327.654,179.088,1.0,329.617,191.922,1.0,330.738,205.533,1.0,332.371,222.28,1.0,328.73,243.036,1.0,327.121,258.034,1.0,325.686,279.07,1.0,322.456,293.512,1.0,319.189,313.65,1.0,317.138,327.5,1.0,311.611,339.361,1.0,309.601,354.328,1.0
2778,327.716,179.039,1.0,329.718,191.892,1.0,330.79,205.5,1.0,332.389,222.249,1.0,328.814,242.943,1.0,327.147,258.006,1.0,326.755,281.711,1.0,322.216,293.373,1.0,318.937,313.64,1.0,316.977,327.394,1.0,311.493,339.411,1.0,309.58,354.285,1.0
2779,327.799,179.028,1.0,329.715,191.921,1.0,330.813,205.525,1.0,332.454,222.295,1.0,328.823,242.92,1.0,327.253,257.951,1.0,326.804,281.465,1.0,323.293,296.881,1.0,318.882,313.348,1.0,316.911,327.331,1.0,311.429,339.515,1.0,309.707,354.379,1.0
2780,327.797,179.042,1.0,329.702,191.937,1.0,330.818,205.496,1.0,332.372,222.273,1.0,328.856,242.969,1.0,327.132,257.912,1.0,326.705,281.505,1.0,323.239,296.876,1.0,318.812,313.271,1.0,317.018,327.304,1.0,311.616,339.456,1.0,309.857,354.213,1.0
2781,327.767,179.078,1.0,329.673,191.964,1.0,330.823,205.512,1.0,332.372,222.262,1.0,328.901,242.919,1.0,327.203,257.903,1.0,326.745,281.401,1.0,323.335,296.81,1.0,318.868,313.282,1.0,317.026,327.325,1.0,311.557,339.423,1.0,309.741,354.066,1.0
2782,327.738,178.995,1.0,329.633,191.875,1.0,330.785,205.51,1.0,332.201,222.349,1.0,328.703,243.141,1.0,327.342,258.112,1.0,325.675,279.141,1.0,322.185,293.641,1.0,319.031,313.839,1.0,317.071,327.774,1.0,311.695,339.678,1.0,309.638,354.468,1.0
2783,327.719,178.972,1.0,329.616,191.83,1.0,330.789,205.512,1.0,332.235,222.321,1.0,328.746,243.101,1.0,327.309,258.073,1.0,326.876,281.777,1.0,322.184,293.394,1.0,319.136,313.595,1.0,317.036,327.586,1.0,311.627,339.672,1.0,309.757,354.445,1.0
2784,327.579,179.013,1.0,329.612,191.838,1.0,331.001,205.479,1.0,332.351,222.087,1.0,328.866,242.774,1.0,327.205,257.841,1.0,326.797,281.293,1.0,323.489,296.998,1.0,318.693,313.126,1.0,316.74,327.037,1.0,311.076,339.337,1.0,309.098,353.919,1.0
2785,327.666,179.005,1.0,329.69,191.906,1.0,331.054,205.58,1.0,332.353,222.264,1.0,328.895,242.915,1.0,327.417,257.928,1.0,326.699,281.543,1.0,322.282,293.25,1.0,318.735,313.322,1.0,316.67,327.239,1.0,311.027,339.392,1.0,309.313,353.969,1.0
2786,327.694,179.01,1.0,329.712,191.844,1.0,331.006,205.504,1.0,332.347,222.205,1.0,328.748,242.708,1.0,327.083,257.837,1.0,326.363,281.269,1.0,323.001,296.915,1.0,318.634,313.19,1.0,316.708,327.179,1.0,310.999,339.468,1.0,309.201,354.024,1.0
2787,327.737,179.027,1.0,329.677,191.862,1.0,330.692,205.57,1.0,332.392,222.338,1.0,328.667,243.081,1.0,327.344,258.043,1.0,326.639,281.759,1.0,322.03,293.433,1.0,318.851,313.558,1.0,316.739,327.389,1.0,311.152,339.503,1.0,309.394,354.18,1.0
2788,327.732,179.026,1.0,329.701,191.919,1.0,330.756,205.621,1.0,332.445,222.386,1.0,328.734,243.081,1.0,327.351,258.061,1.0,325.592,279.297,1.0,321.963,293.465,1.0,318.769,313.459,1.0,316.717,327.356,1.0,311.216,339.427,1.0,309.339,354.138,1.0
2789,327.706,179.04,1.0,329.668,191.877,1.0,330.741,205.527,1.0,332.483,222.244,1.0,328.859,242.886,1.0,327.198,257.959,1.0,326.656,281.336,1.0,323.116,296.765,1.0,318.68,313.159,1.0,316.672,327.196,1.0,311.084,339.427,1.0,309.397,354.143,1.0
2790,327.719,179.035,1.0,329.636,191.886,1.0,330.724,205.506,1.0,332.578,222.221,1.0,328.912,242.887,1.0,327.196,257.882,1.0,326.679,281.211,1.0,323.157,296.665,1.0,318.734,313.043,1.0,316.733,327.125,1.0,311.109,339.473,1.0,309.597,354.225,1.0
2791,327.716,179.082,1.0,329.686,191.982,1.0,330.812,205.637,1.0,332.432,222.378,1.0,328.773,243.135,1.0,327.23,258.141,1.0,326.44,281.852,1.0,321.898,293.449,1.0,318.847,313.574,1.0,316.71,327.506,1.0,311.161,339.643,1.0,309.652,354.378,1.0
2792,327.723,179.148,1.0,329.672,192.078,1.0,330.745,205.744,1.0,332.319,222.465,1.0,328.718,243.153,1.0,327.245,258.113,1.0,326.384,281.908,1.0,322.037,293.421,1.0,318.816,313.482,1.0,316.786,327.443,1.0,311.228,339.431,1.0,309.4,354.164,1.0
2793,327.719,179.131,1.0,329.629,191.984,1.0,330.79,205.637,1.0,332.376,222.344,1.0,328.84,243.024,1.0,327.315,258.023,1.0,326.594,281.755,1.0,322.23,293.408,1.0,318.826,313.661,1.0,316.889,327.626,1.0,311.406,339.569,1.0,309.706,354.44,1.0
2794,327.726,179.081,1.0,329.613,191.957,1.0,330.787,205.622,1.0,332.29,222.396,1.0,328.968,243.162,1.0,327.39,257.99,1.0,325.7,279.108,1.0,322.284,293.519,1.0,318.973,313.844,1.0,316.93,327.749,1.0,311.515,339.696,1.0,309.755,354.624,1.0
2795,327.784,179.103,1.0,329.636,191.992,1.0,330.825,205.647,1.0,332.383,222.395,1.0,328.97,243.199,1.0,327.428,258.007,1.0,326.812,281.887,1.0,322.519,293.456,1.0,318.982,313.767,1.0,316.978,327.663,1.0,311.446,339.55,1.0,309.663,354.459,1.0
2796,327.701,178.967,1.0,329.671,191.805,1.0,330.956,205.435,1.0,332.644,222.3,1.0,328.782,243.048,1.0,327.054,258.047,1.0,326.728,281.39,1.0,322.701,293.45,1.0,319.102,313.777,1.0,316.871,327.766,1.0,311.34,339.594,1.0,308.803,347.514,1.0
2797,327.739,178.984,1.0,329.7,191.801,1.0,330.933,205.572,1.0,332.544,222.322,1.0,328.763,243.247,1.0,327.245,258.217,1.0,325.767,279.354,1.0,322.523,293.867,1.0,319.071,313.923,1.0,316.943,327.868,1.0,311.358,339.713,1.0,309.817,354.548,1.0
2798,327.892,179.007,1.0,329.765,191.839,1.0,330.761,205.561,1.0,332.514,222.357,1.0,328.696,243.15,1.0,327.262,258.151,1.0,325.681,279.254,1.0,322.426,293.739,1.0,318.911,313.732,1.0,316.856,327.806,1.0,311.522,339.681,1.0,310.13,354.512,1.0
2799,327.812,178.986,1.0,329.751,191.805,1.0,330.757,205.484,1.0,332.635,222.31,1.0,328.765,243.052,1.0,327.24,258.039,1.0,325.769,279.132,1.0,322.316,293.515,1.0,318.816,313.624,1.0,316.698,327.706,1.0,311.214,339.645,1.0,309.711,354.541,1.0
2800,327.817,178.952,1.0,329.748,191.824,1.0,330.782,205.483,1.0,332.586,222.349,1.0,328.724,243.094,1.0,327.171,258.054,1.0,325.657,279.185,1.0,322.2,293.613,1.0,318.846,313.73,1.0,316.838,327.849,1.0,311.369,339.603,1.0,309.631,354.696,1.0
2801,327.758,178.958,1.0,329.679,191.854,1.0,330.74,205.571,1.0,332.446,222.36,1.0,328.766,243.102,1.0,327.255,258.102,1.0,325.696,279.163,1.0,322.38,293.723,1.0,319.005,313.813,1.0,317.029,327.955,1.0,311.664,339.796,1.0,309.954,354.715,1.0
2802,327.746,178.969,1.0,329.69,191.859,1.0,330.711,205.564,1.0,332.463,222.359,1.0,328.724,243.213,1.0,327.27,258.208,1.0,325.845,279.421,1.0,322.488,294.01,1.0,319.068,314.35,1.0,317.213,328.35,1.0,311.748,339.863,1.0,309.144,347.458,1.0
2803,327.767,178.908,1.0,329.777,191.871,1.0,330.757,205.544,1.0,332.417,222.363,1.0,328.605,243.153,1.0,327.22,258.168,1.0,325.955,279.416,1.0,322.507,294.013,1.0,319.126,314.484,1.0,317.295,328.49,1.0,311.765,340.003,1.0,309.296,347.554,1.0
2804,327.784,178.905,1.0,329.754,191.853,1.0,330.755,205.51,1.0,332.418,222.306,1.0,328.717,243.021,1.0,327.155,258.074,1.0,325.774,279.178,1.0,322.42,293.834,1.0,319.03,314.1,1.0,317.128,328.244,1.0,311.646,339.906,1.0,310.094,354.849,1.0
2805,327.749,178.947,1.0,329.72,191.85,1.0,330.711,205.462,1.0,332.381,222.247,1.0,328.778,242.941,1.0,327.212,257.972,1.0,326.688,281.648,1.0,322.277,293.402,1.0,318.894,313.881,1.0,316.936,327.927,1.0,311.473,339.918,1.0,309.798,354.747,1.0
2806,327.788,178.926,1.0,329.752,191.811,1.0,330.768,205.436,1.0,332.442,222.181,1.0,328.838,242.885,1.0,327.19,257.939,1.0,326.634,281.383,1.0,322.112,293.133,1.0,318.873,313.511,1.0,316.763,327.598,1.0,311.063,339.75,1.0,309.675,354.542,1.0
2807,327.745,178.941,1.0,329.757,191.798,1.0,330.84,205.396,1.0,332.542,222.134,1.0,328.835,242.826,1.0,327.032,258.002,1.0,326.526,281.389,1.0,322.008,293.196,1.0,318.771,313.608,1.0,316.658,327.787,1.0,310.913,339.834,1.0,308.664,347.395,1.0
2808,327.606,179.082,1.0,329.546,191.885,1.0,330.607,205.464,1.0,332.398,222.248,1.0,328.403,242.859,1.0,326.938,257.889,1.0,326.375,281.613,1.0,322.202,293.435,1.0,318.598,313.547,1.0,316.607,327.601,1.0,311.053,339.426,1.0,308.465,347.39,1.0
2809,327.64,179.027,1.0,329.525,191.794,1.0,330.572,205.482,1.0,332.25,222.271,1.0,328.606,243.013,1.0,327.338,258.025,1.0,325.662,279.388,1.0,322.193,293.833,1.0,318.855,313.88,1.0,316.81,327.779,1.0,311.406,339.634,1.0,308.704,347.269,1.0
2810,327.688,178.991,1.0,329.599,191.813,1.0,330.634,205.434,1.0,332.37,222.307,1.0,328.702,242.87,1.0,327.205,257.898,1.0,326.62,281.554,1.0,322.252,293.539,1.0,318.879,313.828,1.0,316.863,327.73,1.0,311.33,339.653,1.0,308.495,347.328,1.0
2811,327.647,179.011,1.0,329.619,191.823,1.0,330.606,205.395,1.0,332.435,222.304,1.0,328.705,242.8,1.0,327.077,257.841,1.0,326.475,281.548,1.0,322.273,293.545,1.0,318.861,313.987,1.0,317.017,327.914,1.0,311.563,339.846,1.0,309.017,347.33,1.0
2812,327.805,179.025,1.0,329.674,191.875,1.0,330.628,205.474,1.0,332.246,222.451,1.0,328.589,243.113,1.0,327.157,258.035,1.0,325.659,279.328,1.0,322.357,293.955,1.0,319.028,314.22,1.0,317.132,328.083,1.0,311.639,339.858,1.0,308.998,347.339,1.0
2813,327.871,179.042,1.0,329.697,191.875,1.0,330.665,205.532,1.0,332.271,222.445,1.0,328.573,243.102,1.0,327.14,258.068,1.0,325.63,279.3,1.0,322.345,293.902,1.0,319.004,314.034,1.0,317.176,327.902,1.0,311.884,339.697,1.0,310.154,354.787,1.0
2814,327.813,179.008,1.0,329.707,191.851,1.0,330.636,205.448,1.0,332.415,222.355,1.0,328.7,242.937,1.0,327.171,257.97,1.0,325.679,279.227,1.0,322.324,293.664,1.0,318.85,313.744,1.0,317.027,327.725,1.0,311.825,339.547,1.0,310.004,354.552,1.0
2815,327.779,178.994,1.0,329.672,191.809,1.0,330.568,205.499,1.0,332.283,222.345,1.0,328.71,242.971,1.0,327.171,258.026,1.0,326.657,281.637,1.0,322.134,293.376,1.0,318.927,313.469,1.0,316.987,327.396,1.0,311.645,339.465,1.0,309.979,354.329,1.0
2816,327.818,178.99,1.0,329.699,191.83,1.0,330.593,205.497,1.0,332.35,222.311,1.0,328.794,242.936,1.0,327.143,258.046,1.0,326.675,281.659,1.0,322.104,293.515,1.0,318.797,313.701,1.0,316.978,327.553,1.0,311.617,339.535,1.0,309.824,354.436,1.0
2817,327.768,178.99,1.0,329.692,191.805,1.0,330.683,205.458,1.0,332.497,222.307,1.0,328.804,242.908,1.0,327.136,258.042,1.0,325.519,279.142,1.0,322.111,293.625,1.0,318.652,313.703,1.0,316.8,327.543,1.0,311.394,339.392,1.0,309.582,354.307,1.0
2818,327.895,178.934,1.0,329.789,191.752,1.0,330.72,205.413,1.0,332.498,222.238,1.0,328.901,242.736,1.0,327.092,257.903,1.0,326.494,281.41,1.0,321.928,293.33,1.0,318.724,313.649,1.0,316.849,327.647,1.0,311.375,339.599,1.0,309.71,354.607,1.0
2819,327.863,178.934,1.0,329.78,191.821,1.0,330.682,205.465,1.0,332.402,222.331,1.0,328.76,242.958,1.0,327.234,258.003,1.0,326.573,281.705,1.0,322.145,293.387,1.0,318.84,313.619,1.0,316.907,327.518,1.0,311.317,339.499,1.0,309.548,354.416,1.0
2820,327.601,179.137,1.0,329.651,191.921,1.0,330.789,205.531,1.0,332.804,222.308,1.0,329.386,242.902,1.0,327.482,258.159,1.0,327.318,281.092,1.0,322.683,293.399,1.0,318.245,313.039,1.0,315.362,327.179,1.0,314.458,338.329,1.0,305.699,353.577,1.0
2821,327.498,178.974,1.0,329.523,191.791,1.0,330.653,205.367,1.0,332.552,222.13,1.0,328.55,242.752,1.0,326.546,257.84,1.0,325.523,281.505,1.0,321.152,293.827,1.0,317.08,313.127,1.0,314.203,327.069,1.0,313.133,338.3,1.0,304.463,353.359,1.0
2822,327.555,179.01,1.0,329.528,191.876,1.0,330.677,205.47,1.0,332.359,222.221,1.0,328.317,242.814,1.0,329.794,255.724,1.0,324.954,281.302,1.0,321.72,296.678,1.0,316.517,312.635,1.0,313.327,326.588,1.0,312.594,338.192,1.0,304.147,353.448,1.0
2823,327.572,179.002,1.0,329.572,191.844,1.0,330.66,205.421,1.0,332.524,222.188,1.0,328.468,242.709,1.0,329.716,255.622,1.0,324.819,281.411,1.0,321.528,296.769,1.0,316.479,312.875,1.0,313.381,326.669,1.0,312.383,338.309,1.0,304.043,353.354,1.0
2824,327.622,178.991,1.0,329.624,191.809,1.0,330.668,205.382,1.0,332.516,222.173,1.0,328.437,242.793,1.0,326.638,257.851,1.0,325.405,281.658,1.0,321.009,294.047,1.0,317.136,313.656,1.0,314.264,327.44,1.0,313.344,338.71,1.0,304.888,353.843,1.0
2825,327.68,179.012,1.0,329.677,191.824,1.0,330.644,205.424,1.0,332.493,222.261,1.0,328.553,243.015,1.0,326.853,258.0,1.0,325.521,279.412,1.0,321.947,294.066,1.0,318.146,313.935,1.0,315.728,327.903,1.0,310.176,339.296,1.0,306.784,347.259,1.0
2826,327.73,179.03,1.0,329.646,191.886,1.0,330.689,205.453,1.0,332.45,222.346,1.0,328.745,243.148,1.0,327.294,258.221,1.0,326.494,279.699,1.0,323.268,294.101,1.0,319.001,312.374,1.0,317.14,328.09,1.0,311.457,339.45,1.0,307.583,347.226,1.0
2827,327.697,178.952,1.0,329.673,191.814,1.0,330.749,205.399,1.0,332.585,222.164,1.0,329.153,243.023,1.0,327.475,258.188,1.0,326.559,279.487,1.0,323.341,293.769,1.0,318.983,312.381,1.0,317.407,328.115,1.0,311.913,339.758,1.0,308.643,347.545,1.0
2828,327.637,178.961,1.0,329.64,191.813,1.0,330.795,205.427,1.0,332.639,222.183,1.0,329.046,242.951,1.0,327.47,258.176,1.0,326.239,279.266,1.0,322.776,293.467,1.0,319.114,313.688,1.0,316.598,327.629,1.0,310.525,339.557,1.0,307.419,347.353,1.0
2829,327.61,178.875,1.0,329.638,191.753,1.0,330.828,205.272,1.0,332.685,221.939,1.0,328.853,242.597,1.0,326.762,257.862,1.0,326.334,281.15,1.0,322.985,297.122,1.0,317.686,312.857,1.0,314.962,327.039,1.0,314.896,338.257,1.0,306.474,353.701,1.0
2830,327.712,178.845,1.0,329.655,191.755,1.0,330.825,205.311,1.0,332.453,222.012,1.0,328.589,242.652,1.0,329.845,255.444,1.0,325.402,281.068,1.0,322.14,296.724,1.0,317.121,312.715,1.0,314.217,326.63,1.0,313.78,338.191,1.0,305.228,353.524,1.0
2831,327.711,178.932,1.0,329.664,191.799,1.0,330.796,205.371,1.0,332.468,222.083,1.0,328.534,242.552,1.0,329.423,255.324,1.0,325.177,280.816,1.0,322.003,296.415,1.0,317.171,312.289,1.0,314.113,326.369,1.0,313.7,338.131,1.0,305.214,353.679,1.0
2832,327.726,178.959,1.0,329.678,191.672,1.0,330.832,205.399,1.0,332.343,222.044,1.0,328.627,242.786,1.0,326.866,257.816,1.0,325.887,281.47,1.0,322.874,297.02,1.0,317.525,312.81,1.0,314.628,326.664,1.0,314.58,338.146,1.0,306.119,353.589,1.0
2833,327.779,178.97,1.0,329.735,191.705,1.0,330.786,205.44,1.0,332.258,222.027,1.0,328.976,242.93,1.0,327.401,258.103,1.0,327.223,281.492,1.0,322.762,293.429,1.0,319.399,313.845,1.0,317.116,327.892,1.0,311.48,339.818,1.0,308.451,347.754,1.0
